零部件名称,生产企业,生产所属地,供给情况,采集来源,来源链接,采集时间,备注
电池管理系统,比亚迪股份有限公司,深圳,供给缓解,新能源市场分析报告,https://www.byd.com,,
涡轮增压器,博格华纳公司,美国密歇根州,供给紧张,国际汽车零部件供应链协会,https://www.borgwarner.com,,
电子控制单元(ECU),宁波华翔电子股份有限公司,宁波,供给稳定,中国电子行业协会,http://www.ceca.org.cn,,
空气动力学组件,前景科技有限公司,杭州,供给良好,汽车创新技术协会,http://www.auto-tech.org,,
压缩机,三菱重工,日本,供给稳定,日本制冷空调协会,https://www.mhi.com,,
叉车,厦门尚辉机械有限公司,厦门,供给良好,中国机械工业联合会,http://www.cmif.org.cn,,
电机驱动系统,大洋电机公司,昆山,供给稳定,电动车联盟,http://www.evunion.com,,
激光传感器,瑞萨电子,东京,供给紧张,半导体行业发展报告,https://www.renesas.com,,
车身控制模块,博世电子,德国,供给稳定,德国电子工业协会,https://www.bosch.com,,
无人驾驶系统,百度 Apollo,北京,供给良好,人工智能发展报告,https://apollo.auto,,
车载芯片,华为技术有限公司,深圳,供给缓解,中国半导体行业协会,https://www.huawei.com,,
混合动力系统,丰田汽车公司,东京,供给稳定,国际汽车产业联合会,https://www.toyota-global.com,,
汽车音响系统,哈曼国际,美国,供给良好,汽车音响行业探索,https://www.harman.com,,
智能汽车传感器,高通技术公司,美国加州,供给稳定,汽车电子行业协会,https://www.qualcomm.com,,
电容器,京瓷株式会社,日本,供给紧张,电子元器件行业报告,https://www.kyocera.com,,
智能仪表盘,特斯拉公司,美国加州,供给稳定,特斯拉年度分析报告,https://www.tesla.com,,
发动机控制模块,通用汽车公司,底特律,供给缓解,美国汽车工业协会,https://www.gm.com,,
电动机,华中科技大学技术公司,武汉,供给稳定,中国电机工程学会,https://www.csee.org.cn,,
车载计算机,深圳市前海芯片技术有限公司,深圳,供给紧张,中国互联网产业报告,https://www.cnnic.net.cn,,
电池管理系统,比亚迪股份有限公司,深圳,供给良好,新能源汽车产业链分析,https://www.byd.com,,
减速器,昆山天利机械有限公司,昆山,供给稳定,中国机械工业联合会,http://www.cmif.org.cn,,
制动系统,大陆集团,德国,供给缓解,国际制动器工业协会,https://www.continental.com,,
进气歧管,长安汽车股份有限公司,西安,供给稳定,西北工业大学汽车研究中心,http://www.nwpu.edu.cn,,
智能变速箱,福特汽车公司,"底特律, 美国",供给良好,汽车技术杂志,http://www.autotechjournal.com,,
涡轮增压发动机,吉利汽车集团,杭州,供给稳定,中国汽车技术中心,http://www.catc.org.cn,,
方向盘,富士康科技集团,郑州,供给良好,汽车零部件资讯网,https://www.autopartsnews.cn,,
车身框架,东风汽车公司,武汉,供给稳定,汽车工程质量论坛,https://www.autoproblemforum.com,,
排气系统,瓦尔特汽车系统有限公司,意大利,供给缓解,欧洲汽车部件协会,https://www.eurauto.org,,
电子稳定程序,德国博世公司,"斯图加特, 德国",供给稳定,汽车技术发展报告,https://www.bosch.com,,
机电一体化系统,北京机电自动化研究所,北京,供给良好,智能制造协会,http://www.smartmanufacturing.cn,,
燃料电池,威奇汽车科技公司,江苏,供给稳定,氢能与燃料电池产业报告,https://www.hydrogenfuelcell.org,,
折叠式轮胎,舒适轮胎有限公司,广州,供给缓解,全国轮胎技术论坛,https://www.tiretechforum.cn,,
智能镜头,海康威视科技股份有限公司,杭州市,供给紧张,双摄像技术报告,http://www.hikvision.com,,
气动控制阀,美国气动公司,"华盛顿, 美国",供给稳定,气动技术协会,http://www.pneumatictech.org,,
软轴,广东省音响器材有限公司,佛山,供给良好,中国声学学会,https://www.acousticsoc.cn,,
高效太阳能电池,隆基绿能科技股份有限公司,西安,供给稳定,中国可再生能源协会,http://www.creia.org.cn,,
电动助力转向系统,博世汽车部件（苏州）有限公司,苏州,供应充足,中国汽车工业协会,https://www.caam.org.cn,,
锂离子电池组,比亚迪股份有限公司,深圳,供给良好,比亚迪公司官网,https://www.byd.com,,
氧传感器,远东电气股份有限公司,上海,供给稳定,国际汽车工程师协会,https://www.sae.org,,
激光雷达,禾赛科技股份有限公司,北京,供给紧张,中国自动驾驶产业发展报告,https://www.hesai.com,,
空气悬挂系统,阿克曼汽车零部件（天津）有限公司,天津,供给稳定,中国汽车零部件行业协会,https://www.cpca.org.cn,,
发动机控制单元,德尔福汽车系统（中国）有限公司,上海,供给良好,中国汽车产业发展月刊,https://www.delphi.com,,
制动盘,百利得制动系统有限公司,江苏省南京,供给缓解,中国机械工业联合会,http://www.cmif.org.cn,,
超高分子量聚乙烯轴承,安费诺（北京）电子有限公司,北京,供给稳定,中国材料科学与工程学会,http://www.cmes.org.cn,,
焊接设备,海克斯康测量技术（北京）有限公司,北京,供给良好,国际焊接学会,https://www.science.org/welding,,
发动机进气歧管,长安汽车股份有限公司,重庆,供给稳定,长安汽车官方网站,https://www.changan.com.cn,,
信息娱乐系统,华为技术有限公司,深圳,供给紧张,华为官网,https://www.huawei.com,,
氢燃料电池,氢能科技有限公司,武汉,供给逐渐增加,中国氢能产业发展报告,http://www.hydrogen.cn,,
网关控制器,腾讯科技（深圳）有限公司,深圳,供给良好,汽车电子行业协会,https://www.auto-electronics.org,,
车载无线充电模块,小米科技有限责任公司,北京,供给稳定,中国智能硬件产业报告,https://www.mi.com,,
电池管理系统,宁德时代新能源科技股份有限公司,宁德,供给良好,新能源汽车产业发展研究中心,https://www.catl.com,,
车身电子控制模块,理想汽车科技有限公司,北京,供给稳定,中国电动汽车产业发展报告,https://www.lixiang.com,,
胎压监测系统,美驰电子科技有限公司,浙江省杭州,供给紧张,国际汽车工业协会,https://www.sae.org,,
电动转向系统,小鹏汽车科技有限公司,广州,供给稳定,中国电动汽车产业协会,http://www.ceca.org.cn,,
动力系统控制器,比亚迪股份有限公司,深圳,供给良好,中国汽车技术研究中心,http://www.catrc.ac.cn,,
燃料电池堆,氢能科技公司,岳阳,供给不足,新能源产业与技术发展报告,http://www.energytrend.com,,
悬挂系统,法雷奥集团,法国,供给稳定,国际汽车部件协会,https://www.fraunhofer.com,,
车载电脑,华为技术有限公司,深圳,供给良好,中国智能汽车创新研究院,http://www.huawei.com,,
电子手刹,长安汽车股份有限公司,西安,供应充足,中国汽车工业部,http://www.chinaav.com,,
车身控制模块,博世有限公司,德国,供给稳定,全球汽车技术协会,https://www.bosch.com,,
ADAS系统,英特尔公司,美国,供给良好,国际自动化与控制协会,https://www.intel.com,,
多媒体系统,日产汽车公司,日本,供给充足,日本汽车制造商协会,http://www.nissan-global.com,,
动力总成,一汽解放汽车有限公司,长春,供应紧张,中国重型汽车工业协会,http://www.jiefang.com,,
车载音响系统,哈曼国际,美国,供给稳定,全球汽车音响制造商协会,https://www.harman.com,,
行李架,丰田汽车公司,日本,供给良好,汽车技术进步监控机构,http://www.toyota-global.com,,
轮毂,中车公司,长沙,供给缓解,中国机车车辆工业协会,http://www.crrcgc.cc,,
过滤器,曼恩汽车制造厂,德国,供给良好,国际过滤器协会,https://www.mann-hummel.com,,
导航系统,高德地图科技,北京,供给稳定,中国智能交通协会,http://www.autonavi.com,,
光学传感器,联想集团,北京,供给紧张,中国光电产业协会,http://www.lenovo.com,,
车窗玻璃,福耀玻璃工业集团,福州,供给稳定,全球玻璃产业发展报告,http://www.fuyaogroup.com,,
轮胎,普利司通公司,日本,供给良好,国际轮胎制造商协会,http://www.bridgestone.com,,
电池管理系统,LG化学,韩国,供给充足,韩国电池产业研究院,http://www.lgchem.com,,
制动片,福特汽车公司,密歇根州底特律,供给良好,美国汽车制造商协会,https://www.nada.org,,
智能驾驶芯片,华为技术有限公司,深圳,供给紧张,中国信息通信研究院,https://www.caict.ac.cn,,
电动转向系统,舍弗勒公司,德国,供给稳定,国际汽车技术论坛,https://www.schaeffler.com,,
轮胎压力监测传感器,米其林轮胎公司,法国,供给良好,欧盟轮胎行业协会,https://www.michelin.com,,
发动机控制单元,瑞萨电子株式会社,东京,供给缓解,国际半导体协会,https://www.renesas.com,,
电池管理系统,比亚迪股份有限公司,广东省深圳,供给有保障,电动汽车产业研究中心,https://www.byd.com,,
线圈,日本电产株式会社,东京,供给稳定,日本电器制造业协会,https://www.nidec.com,,
键盘式控制面板,大连东软集团股份有限公司,大连,供给稳定,中国电子信息产业发展研究院,https://www.neusoft.com,,
涡轮增压器,大陆集团,德国,供给紧张,国际汽车零部件协作会,https://www.continental.com,,
车身控制模块,瑞士ABB集团,瑞士,供给良好,国际工业自动化协会,https://global.abb,,
振动传感器,霍尼韦尔国际公司,美国,供给稳定,美国工厂自动化协会,https://www.honeywell.com,,
防撞梁,乐高工业公司,丹麦,供给充足,国际机械工业联合会,https://www.lego.com,,
电机,西门子有限公司,德国,供给缓解,国际电机行业协会,https://www.siemens.com,,
滤清器,赛福佳科技有限公司,美国,供给稳定,国际汽车后市场协会,https://www.cafc.org,,
电池组,SK海力士有限公司,韩国,供给紧张,韩国高科技产业协会,https://www.skhynix.com,,
液压系统,川崎重工业株式会社,日本,供给有保障,国际机械设备协会,https://www.khi.co.jp,,
超声波传感器,施耐德电气,法国,供给良好,欧洲自动化与机器人协会,https://www.se.com,,
气囊,德尔福汽车公司,美国,供给稳定,国际安全汽车协会,https://www.delphi.com,,
电动机,大连电机有限公司,辽宁省大连,供给稳定,中国电机工业协会,http://www.cema.org.cn,,
制动系统,意大利Brembo公司,意大利,供给良好,国际制动系统专业会,https://www.brembo.com,,
车载导航系统,华为技术有限公司,深圳,供给缓解,未来汽车科技杂志,https://www.huawei.com,,
涡轮增压发动机,上汽集团,上海,供给紧张,中国汽车工程研究院,https://www.saicmotor.com,,
传感器,大疆创新科技有限公司,深圳,供给稳定,无人机行业发展报告,https://www.dji.com,,
电池管理系统,欣旺达电子股份有限公司,广东省东莞,供给良好,新能源汽车材料协会,http://www.ewanda.com,,
车身结构件,中国长安汽车股份有限公司,重庆,供给稳定,中国汽车产业发展论坛,http://www.changan.com,,
排气系统,马勒集团,德国,供给紧张,汽车工程师国际会议,https://www.mahle.com,,
电动助力转向,博世（中国）投资有限公司,上海,供给良好,国际汽车零部件展览会,https://www.bosch.com.cn,,
空气悬挂系统,汉高公司,德国,供给稳定,汽车技术创新论坛,https://www.henkel.com,,
车载机器人,小米集团,北京,供给缓解,智能科技行业协会,https://www.mi.com,,
中央处理器,华芯通科技有限公司,江苏省南京,供给稳定,中国半导体行业协会,http://www.huaxt.com,,
节能灯,光明科技股份有限公司,浙江省宁波,供给良好,中国照明电器协会,http://www.lightchina.com,,
轮胎传感器,邯郸市火箭轮胎公司,河北省邯郸,供给紧张,轮胎产业发展报告,http://www.tirechina.com,,
风扇电机,中兴通讯股份有限公司,深圳,供给稳定,电气设备行业协会,http://www.zte.com.cn,,
股刹车系统,日本住友集团,日本,供给良好,亚洲汽车协会,https://www.sumitomogroup.com,,
信息娱乐系统,苹果公司,美国,供给良好,全球电子协会,https://www.apple.com,,
车载雷达,百度公司,北京,供给缓解,智能交通研究机构,https://www.baidu.com,,
气密性检测设备,奥迪汽车公司,德国,供给紧张,德国汽车工业协会,https://www.audi.com,,
电动助力转向系统,宁波舵手科技有限公司,浙江省宁波,供给稳定,中国汽车工业协会,https://www.caam.org.cn,,
动力总成控制器,华为技术有限公司,深圳,供给良好,华为汽车技术研究所,https://www.huawei.com,,
电池管理系统,比亚迪股份有限公司,广东省深圳,供给紧张,电动汽车产业发展报告,https://www.byd.com,,
车载导航系统,高德软件有限公司,北京,供给稳定,智能汽车市场调查,https://www.amap.com,,
制动卡钳,威伯科控股公司,美国,供给良好,国际汽车配件展会,https://www.wabco.global,,
电子稳定程序,大陆集团,德国,供给稳定,德国家电行业协会,https://www.continental.com,,
车身电子模块,长安汽车,重庆,供给良好,中国电子行业协会,https://www.changan.com.cn,,
