网络与通信系统名称（字符型）,网络与通信系统类型（字符型）,规格（字符型）,企业名称（字符型）,批准日期（日期型）,上市许可持有人（字符型）,规范企业名称，用于企业关联（字符型）,面向群体（字符型）,采集来源,来源链接,采集时间,备注
虚拟私人网络服务,安全通信系统,加密隧道,NordVPN,2023-10-12,Nord Security,Nord Security S.A.,个人用户,网络安全协会,https://nordvpn.com,,
智能网联汽车通信系统,车联网通信,V2X通信,特斯拉,2023-06-29,特斯拉公司,特斯拉股份有限公司,汽车制造商,汽车工业协会,https://www.tesla.com,,
基于区块链的供应链通信系统,企业通信系统,去中心化通讯,IBM,2023-03-18,IBM公司,国际商业机器公司,企业客户,区块链技术研究中心,https://www.ibm.com,,
Next-Gen Wi-Fi系统,无线通信系统,Wi-Fi 6E,华为技术有限公司,2023-09-01,华为,华为技术有限公司,家庭与办公室,网络技术协会,https://www.huawei.com,,
全球实时翻译通信系统,实时通讯,多语言翻译,Google,2023-07-04,Google LLC,谷歌公司,跨国公司,全球语言技术协会,https://www.google.com,,
中国移动边缘计算网络,云计算系统,边缘计算,中国联通,2023-06-20,中国联通,中国联合网络通信有限公司,开发者与企业,数据中心协会,https://www.chinaunicom.com,,
国际卫星宽带系统,卫星通信,Ka-band,SES S.A.,2023-07-28,SES,SES Networks,企业用户,国际卫星通信协会,https://www.ses.com,,
智慧城市物联网平台,物联网通信,城市管理,Cisco,2023-09-17,思科系统,思科系统有限公司,城市管理者,智慧城市论坛,https://www.cisco.com,,
消费者云存储服务,云计算系统,数据存储与备份,Dropbox,2023-08-11,Dropbox Inc.,Dropbox公司,普通用户,云服务评测机构,https://www.dropbox.com,,
增强现实通信平台,交互式通信系统,AR/VR,Meta Platforms,2023-09-08,Meta,"Meta Platforms, Inc.",开发者与企业,虚拟现实技术报告,https://www.meta.com,,
人工智能客服通讯系统,企业通信系统,自动回复,Zendesk,2023-10-05,Zendesk Inc.,"Zendesk, Inc.",企业用户,客服技术研究机构,https://www.zendesk.com,,
跨洲宽带通信网络,固定通信系统,光纤网络,诺基亚,2023-08-30,诺基亚公司,诺基亚网络有限公司,全球企业,全球通信平台,https://www.nokia.com,,
卫星互联网服务,卫星通信,低延迟接入,Starlink,2023-10-01,SpaceX,Space Exploration Technologies Corp.,偏远地区用户,航空航天技术协会,https://www.starlink.com,,
企业安全防护系统,网络安全通信,防火墙与 VPN,Palo Alto Networks,2023-09-20,Palo Alto,"Palo Alto Networks, Inc.",企业用户,网络安全评估公司,https://www.paloaltonetworks.com,,
智慧农业通讯系统,物联网通信,农业传感器,农夫网络,2023-07-15,农夫网络有限公司,农夫网络有限公司,农业从业者,农业科技协会,https://www.farmernetwork.com,,
智能家居管理系统,物联网通信,家庭自动化,小米科技,2023-08-22,小米,小米集团,家庭用户,市场调研报告,https://www.mi.com,,
智能电网通信平台,能源管理系统,实时监控,国网电力,2023-09-10,国家电网公司,国家电网公司,电力用户,电力行业分析,http://www.sgcc.com.cn,,
商业5G网络解决方案,移动通信系统,5G MIMO,诺基亚,2023-07-05,诺基亚公司,诺基亚技术,企业用户,通讯技术期刊,https://www.nokia.com,,
新一代卫星导航系统,卫星定位系统,GNSS,波音公司,2022-12-15,波音,波音公司,交通管理,航空航天杂志,https://www.boeing.com,,
低轨卫星互联网系统,卫星通信,Ku-band,SpaceX,2023-06-18,SpaceX,SpaceX,偏远地区用户,卫星通信展,https://www.spacex.com,,
智慧农业监控系统,物联网通信,传感器网络,灵雀云科技,2023-08-30,灵雀,灵雀云科技有限公司,农业生产者,农业科技杂志,https://www.lingque.com,,
智能停车系统,城市管理系统,车位检测,德赛西威,2023-04-10,德赛西威,德赛西威科技服务有限公司,城市管理者,城市交通研究中心,http://www.desay-sv.com,,
水下无线通信网络,特种通信系统,声波通信,海洋之星科技,2023-01-25,海洋之星,海洋之星科技有限公司,海洋研究机构,海洋科学期刊,http://www.oceanstar.com,,
智能货运物流系统,物流管理系统,RFID与传感器,顺丰速运,2023-02-15,顺丰,顺丰控股,物流企业,物流与运输研究,http://www.sf-express.com,,
超高清视频传输平台,多媒体通信系统,4K/8K流媒体,腾讯,2023-09-05,腾讯视频,腾讯控股,内容创作者,媒体制作杂志,https://www.tencent.com,,
车联网通信系统,移动通信系统,V2X通信,百度,2023-03-22,百度智能交通,百度公司,汽车制造商,智能交通期刊,https://www.baidu.com,,
云端大数据分析平台,云计算系统,数据挖掘与分析,亚马逊云计算,2023-05-14,AWS,亚马逊公司,企业用户,科技商业杂志,https://aws.amazon.com,,
多协议标签交换网络,数据传输系统,MPLS,思科系统,2022-11-30,思科,思科系统公司,企业网络,网络技术期刊,https://www.cisco.com,,
区块链通信平台,区块链技术,去中心化网络,以太坊网,2023-08-01,以太坊,以太坊基金会,开发者与企业,区块链技术论坛,https://www.ethereum.org,,
机器人通信网络,机器人技术,多机器人协作,波士顿动力,2023-10-01,波士顿动力,波士顿动力公司,机器人研发者,人工智能前沿,https://www.bostondynamics.com,,
虚拟现实通信系统,虚拟现实技术,低延迟传输,Oculus,2023-09-20,Meta,"Meta Platforms, Inc.",VR用户,虚拟现实技术论坛,https://www.oculus.com,,
扩展现实产业解决方案,增强现实技术,多应用集成,Magic Leap,2023-06-28,Magic Leap,"Magic Leap, Inc.",开发者与企业,AR/VR产业报告,https://www.magicleap.com,,
高效能数据传输网络,数据传输系统,光纤通信,AT&T,2023-05-25,AT&T,AT&T Inc.,一般用户,国际电信联盟,https://www.att.com,,
智能家居系统网络,物联网通信,智能家庭管理,小米科技,2023-11-01,小米,小米科技有限公司,家庭用户,物联网研究报告,https://www.mi.com,,
未来卫星通信网络,卫星通信,多频段,SpaceX,2023-10-10,Starlink,SpaceX公司,全球用户,国际空间通信协会,https://www.spacex.com,,
亚太量子通信网络,量子通信,量子保密通信,阿里巴巴,2023-09-25,阿里云,阿里巴巴集团,金融行业,量子技术生态研究,https://www.alibaba.com,,
欧洲5G NR网络,移动通信系统,5G NR,德国电信,2022-10-01,T-Mobile,德国电信股份公司,普通用户,欧洲电信协会报告,https://www.telekom.com,,
农村宽带通信系统,固定通信系统,VDSL,中国联通,2023-02-15,中国联通,中国联合网络通信有限公司,农村用户,中国农村通信发展报告,https://www.chinaunicom.com,,
智能交通管理网络,智慧城市通信,车联网技术,波音,2023-08-05,波音公司,波音公司,政府及企业,国际交通管理协会,https://www.boeing.com,,
无人驾驶通信网络,智能交通系统,V2X通信,特斯拉,2023-04-18,特斯拉,特斯拉公司,汽车制造商,汽车行业动态,https://www.tesla.com,,
全球无线网络系统,无线通信系统,LoRaWAN,Semtech Corporation,2023-05-22,Semtech,Semtech公司,物联网用户,无线通信技术论坛,https://www.semtech.com,,
全球6G研究网络,下一代通信系统,6G,诺基亚,2023-11-15,诺基亚,诺基亚公司,研究机构,全球通信技术研究,https://www.nokia.com,,
卫星互联网系统,卫星通信,低延迟互联网,OneWeb,2023-06-30,OneWeb,OneWeb公司,偏远地区用户,国际卫星互联网协会,https://www.oneweb.world,,
社交媒体通信平台,移动通信系统,即时通讯,Meta Platforms,2023-09-30,Facebook,Meta公司,社交媒体用户,社交媒体服务统计,https://www.meta.com,,
量子密钥分发网络,量子通信,量子密钥分发技术,日本科学技术公司,2023-07-20,日本科学技术公司,日本科学技术公司,政府及研究机构,日本量子研究院,http://www.jst.go.jp,,
室内广播通信系统,无线通信系统,DECT,瑞士电信,2023-03-15,Swisscom,瑞士电信股份公司,商业用户,瑞士通信市场分析,https://www.swisscom.ch,,
高通量数据传输网络,网络服务,10Gbps,AT&T,2023-04-30,AT&T,AT&T Inc.,企业与个人用户,网络服务提供商报告,https://www.att.com,,
民用无人机通信系统,无人机通信,实时视频传输,DJI,2023-05-05,大疆科技,大疆创新科技有限公司,无人机用户,无人驾驶行业协会,https://www.dji.com,,
智能医院通信系统,医疗通信,远程医疗,华大基因,2023-01-18,华大基因,华大基因科技有限公司,医疗机构,医疗行业情报,https://www.bgitech.com,,
新型城市Wi-Fi网络,无线通信系统,全覆盖Wi-Fi,Cisco Systems,2023-08-12,Cisco,思科系统有限公司,城市政府,城市通信规划报告,https://www.cisco.com,,
智能家居通信系统,物联网通信,Zigbee,小米科技,2023-06-10,小米,小米集团,家庭用户,智能家居市场报告,https://www.mi.com,,
智能农业传感网络,物联网通信,LoRaWAN,华为技术有限公司,2023-07-15,华为,华为技术有限公司,农业用户,农业科技期刊,https://www.huawei.com,,
城市环境监控网络,智慧城市通信,LPWAN,Cisco Systems,2023-08-01,思科,思科系统公司,城市管理者,城市发展论坛,https://www.cisco.com,,
卫星互联网接入系统,卫星通信,Starlink,SpaceX,2023-09-05,SpaceX,Space Exploration Technologies Corp,偏远地区用户,全球互联网观察,https://www.spacex.com,,
车联网通信平台,移动通信系统,DSRC,特斯拉,2023-08-25,Tesla,特斯拉汽车公司,汽车用户,交通科技杂志,https://www.tesla.com,,
数字身份验证网络,安全通信系统,区块链技术,IBM,2023-04-20,IBM,国际商业机器公司,金融机构,区块链技术报告,https://www.ibm.com,,
光纤到户网络,固定通信系统,FTTH,中国联通,2020-06-30,中国联通,中国联合网络通信有限公司,家庭用户,中国信息通信研究院,https://www.chinaunicom.com,,
高效无线电力传输系统,无线通信系统,WPT,Nippon Telegraph and Telephone,2022-09-10,NTT,日本电信电话公司,工业用户,全球无线电力技术会议,https://www.ntt.com,,
生物识别安全通信系统,安全通信系统,指纹识别,三星电子,2023-03-05,Samsung,三星电子株式会社,企业用户,信息安全新闻,https://www.samsung.com,,
智能温室物流网络,物联网通信,5G IoT,谷歌,2023-01-18,Google,谷歌公司,农业用户,数字农业论坛,https://www.google.com,,
全球物流追踪系统,物联网通信,RFID,亚马逊,2023-02-14,Amazon,亚马逊公司,电商企业,供应链管理期刊,https://www.amazon.com,,
高安全性传输网络,安全通信系统,端到端加密,WhatsApp,2023-05-25,Facebook,"Meta Platforms, Inc.",普通用户,数字安全新闻,https://www.whatsapp.com,,
智能城市停车管理系统,智慧城市通信,智能传感器,阿里巴巴,2023-01-20,阿里云,阿里巴巴集团,城市管理者,智慧城市发展报告,https://www.alibaba.com,,
智能病历管理系统,医疗通信系统,电子病历,美敦力,2023-04-25,Medtronic,美敦力公司,医疗机构,医疗技术会议,https://www.medtronic.com,,
智能电网监控系统,能源通信系统,实时数据监控,General Electric,2023-06-31,GE,通用电气公司,能源企业,全球能源报道,https://www.ge.com,,
虚拟现实通信平台,多媒体通信,VR/AR技术支持,Oculus,2023-07-29,Meta,"Meta Platforms, Inc.",开发者与用户,虚拟现实行业报告,https://www.oculus.com,,
多模态通信系统,综合通信,VoIP与视频会议,Zoom,2023-02-01,Zoom Video Communications,Zoom视频通讯公司,企业与教育机构,视频会议技术研究,https://zoom.us,,
智能家居控制系统,家庭自动化,Zigbee及Wi-Fi互联,小米科技,2023-08-15,小米股份,小米科技有限公司,家庭用户,智能家居市场报告,https://www.mi.com,,
虚拟现实通信平台,沉浸式通信系统,面向社交体验,Meta Platforms,2023-06-10,Meta,"Meta Platforms, Inc.",游戏和社交用户,VR技术杂志,https://www.meta.com,,
无人机通信网络,航空通信系统,实时数据传输,DJI大疆,2023-03-05,DJI,深圳大疆创新科技有限公司,农业及监控用户,航空科技论坛,https://www.dji.com,,
新能源汽车通信系统,车载通信系统,DSRC技术,特斯拉,2023-05-12,特斯拉能源,特斯拉公司,驾驶者与车辆制造商,汽车市场研究,https://www.tesla.com,,
超级计算机通信系统,高性能计算,Infiniband架构,NVIDIA,2023-01-20,NVIDIA Corporation,NVIDIA公司,科研及企业计算,高性能计算杂志,https://www.nvidia.com,,
全球移动卫星通信网络,卫星网络,L波段,斯凯德瑞,2022-12-15,Iridium,Iridium Communications Inc.,备灾及海洋用户,国际通信用卫星组织,https://www.iridium.com,,
分布式账本通信系统,区块链技术,智能合约支持,以太坊基金会,2023-09-01,以太坊,Ethereum Foundation,金融技术用户,区块链技术采访,https://ethereum.org,,
自动驾驶汽车通信网络,交通安全系统,V2X通信,Waymo,2023-02-20,Waymo LLC,Waymo公司,城市交通管理,交通管理协会,https://waymo.com,,
光纤增强现实通信系统,增强现实通信,高解析度视频流,索尼,2023-07-25,Sony Corporation,索尼公司,娱乐及电影制作,影视技术评估,https://www.sony.com,,
智慧农业传感器网络,物联网系统,环境监测,John Deere,2023-04-17,John Deere & Company,约翰迪尔公司,农民与农业企业,农业科技报告,https://www.deere.com,,
多模态医疗通信系统,医疗记录通信,数据加密传输,菲利普斯医疗,2023-10-10,Philips Healthcare,Philips公司,医院与医疗机构,医疗科技论坛,https://www.philips.com,,
5G飞行网络,移动通信系统,超宽带,AT&T,2023-09-18,AT&T Inc.,AT&T公司,移动用户与商家,电信市场调查,https://www.att.com,,
智能农业监控网络,物联网解决方案,无线传感器网络,精准农业科技,2023-05-23,Precision Ag Tech,精准农业科技有限公司,农场主,农业科技报告,https://www.precisionag.com,,
气候监测网络,环境监测系统,传感器网络,天气通,2023-01-15,Weather Network Inc.,天气通公司,科研机构与政府,气象研究机构,https://www.weather.com,,
多网融合通信系统,综合通信系统,VoIP与数据,华为技术有限公司,2023-03-07,华为,华为技术有限公司,企业与政府,通信行业分析,https://www.huawei.com,,
个性化广告通信系统,网络广告,AI驱动,谷歌,2023-08-09,Google LLC,谷歌公司,在线商户,市场营销研究院,https://www.google.com,,
