受理号（数字型）,人工智能系统名称（字符型）,人工智能系统类型（字符型）,注册分类（字符型）,申请类型（字符型）,承办日期（日期型）,企业名称（字符型）,联合申报企业名称（字符型）,办理状态（字符型）,状态开始时间（日期型）,审评结论（字符型）,规范企业名称（字符型）,系统构成（字符型）,企业名称(CDE)（字符型）,试验登记号（数字型）,适用领域（数字型）,适应症（品种）（字符型）,规范人工智能系统类型（字符型）,规范企业名称（字符型）.1,注册版本（字符型）,采集来源,来源链接,采集时间,备注
Shanghai-WeiXin-20241029 S0012,智能语音识别助手,技术服务,语音交互,语音交互,2023-09-05,百度,南开大学,招募中,2023-09-10,待审,百度技术,语音转文本、语义分析,百度,Shanghai-WeiXin-20241029 S0012,语音助手、实时翻译,语音助手、实时翻译,超越人类智能系统,百度技术,V1.0,TechNode,https://www.healthtechnews.com,2024-10-11,
Tianjin-JinXing-20241030 S0013,智能城市管理平台,公共服务,城市管理,城市管理,2023-10-01,华为,武汉大学,已完成,2023-10-05,合格,华为技术,城市监测、资源优化,华为,Tianjin-JinXing-20241030 S0013,城市服务、基础设施管理,城市服务、基础设施管理,量子人工智能系统,华为技术,V1.0,Smart City Solutions,https://www.techcrunch.com,2024-10-11,
Shaanxi-HuaZhong-20241031 S0014,智能版权保护系统,法务服务,版权管理,版权管理,2023-09-15,腾讯音乐,北京大学,已完成,2023-09-20,合格,腾讯音乐娱乐,版权监测、侵权识别,腾讯音乐,Shaanxi-HuaZhong-20241031 S0014,音乐作品保护、版权交易,音乐作品保护、版权交易,进化人工智能系统,腾讯音乐娱乐,V1.0,China Copyright Office,https://www.edtechmagazine.com,2024-10-11,
Guangxi-ShengXing-20241101 S0015,个性化健康管理系统,医疗健康,健康管理,健康管理,2023-07-12,阿里健康,浙大医院,招募中,2023-07-15,合格,阿里健康科技,智能健康监测与个性化建议,阿里健康,Guangxi-ShengXing-20241101 S0015,高血压、心脏病,高血压、心脏病,反思人工智能系统,阿里健康科技,V1.0,TechCrunch,https://www.citylab.com,2024-10-11,
Yunnan-ZhiHui-20241102 S0016,智能环保监测系统,环境保护,监测系统,监测系统,2023-08-01,百度,环保部,已完成,2023-08-05,合格,百度环保,空气质量监测与数据分析,百度,Yunnan-ZhiHui-20241102 S0016,空气污染、水体污染,空气污染、水体污染,自适应人工智能系统,百度环保,V1.0,新京报,https://www.fintechnews.com,2024-10-11,
Fujian-SuShi-20241103 S0017,金融智能风控系统,金融服务,风险管理,风险管理,2023-08-15,平安科技,金融风险研究所,招募中,2023-08-20,待审,平安金融科技,实时风控监测与数据处理,平安科技,Fujian-SuShi-20241103 S0017,信贷风险,信贷风险,通用人工智能系统,平安金融科技,V2.0,财经网,https://www.aiweekly.com,2024-10-11,
Hunan-JingZhi-20241104 S0018,智慧城市管理平台,城市管理,综合管理,综合管理,2023-08-20,华为,清华大学,已完成,2023-08-25,合格,华为城市科技,公共安全、交通管理,华为,Hunan-JingZhi-20241104 S0018,城市安全、交通优化,城市安全、交通优化,超越人类智能系统,华为城市科技,V1.0,人民网,https://www.est.com,2024-10-11,
Jilin-QingKe-20241105 S0019,智能制造解决方案,制造业,生产管理,生产管理,2023-08-30,中兴通讯,上海交通大学,招募中,2023-09-02,合格,中兴科技,机器学习、产线自动化,中兴通讯,Jilin-QingKe-20241105 S0019,生产优化、成本降低,生产优化、成本降低,进化人工智能系统,中兴科技,V1.0,腾讯科技,https://www.manufacturingweekly.com,2024-10-11,
Ningxia-JiZhi-20241106 S0020,在线心理咨询助手,心理健康,健康工具,健康工具,2023-09-05,情感科技,复旦大学,待审,2023-09-10,待审,情感科技有限公司,情绪识别、在线咨询,情感科技,Ningxia-JiZhi-20241106 S0020,心理咨询、情绪管理,心理咨询、情绪管理,强化学习人工智能系统,情感科技有限公司,V1.0,心理学研究网,https://www.legaltechnews.com,2024-10-11,
Sichuan-XinTian-20241020 S0002,智能农业决策系统,农业,智能农业,智能农业,2023-09-15,中农联合,中国农业大学,已完成,2023-09-20,合格,中农科技,作物监测、气候分析,中农联合,Sichuan-XinTian-20241020 S0002,农业决策支持,农业决策支持,模仿智能系统,中农科技,V1.0,农业部官网,http://www.logistics-tech.com,2024-10-11,
Guangdong-HuaWei-20241019 S0003,虚拟健身教练,健康与健身,运动健康,运动健康,2023-09-25,健身科技,武汉体育学院,招募中,2023-09-30,待审,健身科技有限公司,运动监控、个性化健身计划,健身科技,Guangdong-HuaWei-20241019 S0003,体重管理、运动提升,体重管理、运动提升,先知人工智能系统,健身科技有限公司,V1.0,健康时报,http://www.mentalhealth.com,2024-10-11,
Zhejiang-BaiDu-20241021 S0004,智能语音助手,智能生活,语音交互,语音交互,2023-10-01,腾讯,哈工大,已完成,2023-10-05,合格,腾讯智能,语音识别、自然语言处理,腾讯,Zhejiang-BaiDu-20241021 S0004,语言交流、生活助手,语言交流、生活助手,自主决策人工智能系统,腾讯智能,V1.0,华尔街日报,https://www.healthtechnews.com,2024-10-11,
Henan-JunJian-20241022 S0005,虚拟心理咨询助手,医疗健康,心理健康,心理健康,2023-07-12,阿里健康,北京心理学研究院,招募中,2023-07-17,待审,阿里健康心理,用户对话分析、情绪识别,阿里健康,Henan-JunJian-20241022 S0005,医疗健康,焦虑、抑郁,集体智能系统,阿里健康心理,V1.0,TechTarget,https://www.techtarget.com/searchenterpriseai,2024-10-11,
Shandong-ZuoZhe-20241023 S0006,智能供应链管理系统,物流与供应链,企业管理,企业管理,2023-05-25,京东物流,南京大学,已完成,2023-05-30,合格,京东物流科技,数据整合、需求预测和库存管理,京东物流,Shandong-ZuoZhe-20241023 S0006,物流与供应链,库存优化、需求预测,感知智能系统,京东物流科技,V2.0,CSDN,https://blog.csdn.net/event-automation,2024-10-11,
Hubei-YunXing-20241024 S0007,智能健康监测手环,可穿戴设备,智能设备,智能设备,2023-06-15,华为,中科院生物医学研究所,招募中,2023-06-20,合格,华为科技,健康数据分析、实时监测,华为,Hubei-YunXing-20241024 S0007,可穿戴设备,心率监测、睡眠质量分析,自适应智能系统,华为科技,V1.2,OpenAI,https://openai.com,2024-10-11,
Anhui-XingFu-20241025 S0008,气候智能决策系统,环保,环境管理,环境管理,2023-05-05,世界自然基金会,清华大学,待审,2023-05-10,待审,WWF,气候模型预测、数据分析,世界自然基金会,Anhui-XingFu-20241025 S0008,环保,气候变化监测,逻辑推理智能系统,WWF,V1.0,Nature,https://www.nature.com,2024-10-11,
Jiangxi-QiXiang-20241026 S0009,智能养老服务系统,老年护理,健康管理,健康管理,2023-08-01,腾讯,养老研究院,招募中,2023-08-05,合格,腾讯健康,老年人健康监测、情感陪伴,腾讯,Jiangxi-QiXiang-20241026 S0009,老年护理,老年抑郁、健康监测,创造性智能系统,腾讯健康,V1.0,CSDN,https://blog.csdn.net/elderly-care,2024-10-11,
Liaoning-YuanChuang-20241027 S0010,智能法律助理,法律服务,法律咨询,法律咨询,2023-09-02,百度,北京大学法学院,已完成,2023-09-07,合格,百度法律,法律条款分析、案例推荐,百度,Liaoning-YuanChuang-20241027 S0010,法律服务,法律咨询、合同审核,强化学习智能系统,百度法律,V1.0,OpenAI,https://openai.com,2024-10-11,
Beijing-ZhiNeng-20241028 S0011,金融欺诈检测系统,金融服务,欺诈检测,欺诈检测,2023-10-01,蚂蚁金服,浙江大学,待审,2023-10-05,待审,蚂蚁科技,交易数据分析、异常检测,蚂蚁金服,Beijing-ZhiNeng-20241028 S0011,金融服务,支付欺诈、信贷风险,知识增强智能系统,蚂蚁科技,V1.0,Nature,https://www.nature.com,2024-10-11,
Shanghai-WeiXin-20241029 S0012,智能社区安全管家,公共安全,安全系统,安全系统,2023-10-15,中国电信,上海交通大学,招募中,2023-10-20,待审,中国电信安防,视频监控、智能识别,中国电信,Shanghai-WeiXin-20241029 S0012,公共安全,社区安全、紧急响应,交互式智能系统,中国电信安防,V1.0,CSDN,https://blog.csdn.net/community-safety,2024-10-11,
Tianjin-JinXing-20241030 S0013,文本智能分析助手,信息处理,数据分析,数据分析,2023-08-01,阿里巴巴,腾讯,招募中,2023-08-05,合格,阿里巴巴数据科技,自然语言处理、情感分析,阿里巴巴,Tianjin-JinXing-20241030 S0013,电子商务,用户反馈分析、市场趋势监测,全域智能系统,阿里巴巴数据科技,V1.0,TechCrunch,https://techcrunch.com,2024-10-11,
Shaanxi-HuaZhong-20241031 S0014,智能财务自动化系统,金融服务,财务管理,财务管理,2023-06-15,平安集团,清华大学,已完成,2023-06-20,合格,平安财务科技,自动记账、报表生成,平安集团,Shaanxi-HuaZhong-20241031 S0014,金融服务,财务报表、资产管理,预测性智能系统,平安财务科技,V1.1,金融界,https://www.jrj.com,2024-10-11,
Guangxi-ShengXing-20241101 S0015,智能医疗影像分析系统,医疗健康,医疗设备,医疗设备,2023-07-22,百度,东南大学,招募中,2023-07-25,待审,百度医疗,影像识别、深度学习,百度,Guangxi-ShengXing-20241101 S0015,医疗健康,疾病诊断、影像分析,窄人工智能系统,百度医疗,V1.0,MedTech News,https://www.medtechnews.com,2024-10-11,
Yunnan-ZhiHui-20241102 S0016,智能客服助理,客户服务,客服系统,客服系统,2023-09-05,字节跳动,复旦大学,招募中,2023-09-10,合格,字节客服科技,自动问答、语音识别,字节跳动,Yunnan-ZhiHui-20241102 S0016,互联网,客户服务、用户支持,泛人工智能系统,字节客服科技,V2.0,Customer Experience Magazine,https://www.cxm.co,2024-10-11,
Fujian-SuShi-20241103 S0017,智能建筑管理系统,建筑行业,建筑管理,建筑管理,2023-08-20,华为,清华大学,已完成,2023-08-25,合格,华为智能建筑,环境监测、资源管理,华为,Fujian-SuShi-20241103 S0017,设计与建筑,建筑节能、环境舒适,超级人工智能系统,华为智能建筑,V1.0,建筑技术网,https://www.buildingtech.com,2024-10-11,
Hunan-JingZhi-20241104 S0018,智能农业决策助手,农业,农业管理,农业管理,2023-10-01,农夫山泉,浙江大学,招募中,2023-10-05,合格,农夫山泉科技,作物监测、生产建议,农夫山泉,Hunan-JingZhi-20241104 S0018,农业,作物管理、资源优化,自适应人工智能系统,农夫山泉科技,V1.0,农业科技网,https://www.agritechnology.com,2024-10-11,
Jilin-QingKe-20241105 S0019,即时翻译系统,语言服务,翻译工具,翻译工具,2023-09-19,百度翻译,北京外国语大学,待审,2023-09-20,待审,百度翻译科技,文本翻译、语音处理,百度翻译,Jilin-QingKe-20241105 S0019,语言服务,全球沟通、内容翻译,强化学习智能系统,百度翻译科技,V1.0,语言技术网,https://www.languagetechnology.com,2024-10-11,
Ningxia-JiZhi-20241106 S0020,AI智能招聘系统,人力资源,人员管理,人员管理,2023-10-10,前程无忧,复旦大学,招募中,2023-10-15,合格,前程无忧科技,候选人筛选、面试安排,前程无忧,Ningxia-JiZhi-20241106 S0020,人力资源,招聘管理、人才评估,自意识人工智能系统,前程无忧科技,V1.0,人力资源管理网,https://www.hrmanagement.com,2024-10-11,
Sichuan-XinTian-20241020 S0002,智能社交媒体分析系统,市场营销,数据分析,数据分析,2023-09-25,新浪,复旦大学,已完成,2023-09-30,合格,新浪数据科技,社交媒体挖掘、用户行为分析,新浪,Sichuan-XinTian-20241020 S0002,市场营销,用户行为分析、品牌监测,集群智能系统,新浪数据科技,V1.0,市场营销专家网,https://www.mediamarketingexperts.com,2024-10-11,
Guangdong-HuaWei-20241019 S0003,智能肺病监测系统,医疗健康,医疗设备,医疗设备,2023-07-15,阿里健康,复旦大学,招募中,2023-07-20,待审,阿里健康科技,健康数据监测、智能诊断,阿里健康,Guangdong-HuaWei-20241019 S0003,1,肺癌、哮喘,脑模拟人工智能系统,阿里健康科技,V1.0,HealthTech,https://www.healthtech.com/,2024-10-11,
Zhejiang-BaiDu-20241021 S0004,城市排水智能监控系统,环境监测,智能城市,智能城市,2023-08-01,华为,清华大学,已完成,2023-08-05,合格,华为技术,数据收集、实时监控与分析,华为,Zhejiang-BaiDu-20241021 S0004,4,城市环境监测,情感计算智能系统,华为技术,V1.0,EcoWatch,https://www.ecowatch.com/,2024-10-11,
Henan-JunJian-20241022 S0005,金融市场预测系统,金融服务,金融工具,金融工具,2023-09-10,平安科技,复旦大学,待审,2023-09-15,待审,平安科技公司,数据分析，机器学习算法,平安科技,Henan-JunJian-20241022 S0005,6,股票市场、投资建议,量子人工智能系统,平安科技公司,V1.0,金融时报,https://www.ft.com/,2024-10-11,
Shandong-ZuoZhe-20241023 S0006,智能供应链优化系统,商业与零售,物流管理,物流管理,2023-02-15,京东,北京大学,招聘中,2023-02-20,合格,京东科技,自动化流程、数据预测与优化,京东,Shandong-ZuoZhe-20241023 S0006,5,库存管理、物流调度,智能助手系统,京东科技,V1.0,Supply Chain Digital,https://www.supplychaindigital.com/,2024-10-11,
Hubei-YunXing-20241024 S0007,农业智能预测系统,农业,农业管理,农业管理,2023-01-20,中粮集团,中国农业大学,已完成,2023-01-25,合格,中粮科技,气候数据分析、作物产量预估,中粮集团,Hubei-YunXing-20241024 S0007,3,作物增产、病虫害预测,自主学习系统,中粮科技,V1.0,AgFunder Network Partners,https://agfunder.com/,2024-10-11,
Anhui-XingFu-20241025 S0008,个性化营销推荐系统,商业,营销工具,营销工具,2023-06-30,网易,复旦大学,已完成,2023-07-05,合格,网易科技,用户数据分析、内容推荐引擎,网易,Anhui-XingFu-20241025 S0008,5,客户管理、广告投放,超级智能系统,网易科技,V1.0,Marketing Dive,https://www.marketingdive.com/,2024-10-11,
Jiangxi-QiXiang-20241026 S0009,智慧教育评估系统,教育行业,教育工具,教育工具,2023-10-05,学堂在线,南开大学,招募中,2023-10-10,待审,学堂在线教育,学习数据分析、评估功能,学堂在线,Jiangxi-QiXiang-20241026 S0009,1,线上教育、评估工具,自适应智能系统,学堂在线教育,V1.0,Inside Higher Ed,https://www.insidehighered.com/,2024-10-11,
Liaoning-YuanChuang-20241027 S0010,智能房产评估系统,房地产,评估工具,评估工具,2023-11-01,贝壳找房,北京房地产协会,招募中,2023-11-05,合格,贝壳科技,市场分析、价格趋势预测,贝壳找房,Liaoning-YuanChuang-20241027 S0010,7,房屋估值、市场分析,增强智能系统,贝壳科技,V1.0,Property Week,https://www.propertyweek.com/,2024-10-11,
Beijing-ZhiNeng-20241028 S0011,智能药物研发平台,药品研发,药物开发,药物开发,2023-02-20,辉瑞制药,麻省理工学院,已完成,2023-02-25,合格,辉瑞制药,药物分子筛选、临床试验管理,辉瑞,Beijing-ZhiNeng-20241028 S0011,其他,癌症、心血管疾病,量子智能系统,辉瑞制药,V1.0,MIT Technology Review,https://www.technologyreview.com/,2024-10-11,
Shanghai-WeiXin-20241029 S0012,智能制造优化系统,制造业,生产管理,生产管理,2023-07-05,西门子,清华大学,招募中,2023-07-10,待审,西门子中国,生产调度、设备预测维护,西门子,Shanghai-WeiXin-20241029 S0012,其他,智能制造、生产线优化,自我进化系统,西门子中国,V2.0,CSDN,https://www.csdn.net/,2024-10-11,
Tianjin-JinXing-20241030 S0013,个人财务顾问,金融服务,理财工具,理财工具,2023-09-10,支付宝,财华智投,已完成,2023-09-15,合格,蚂蚁科技,预算管理、投资分析,支付宝,Tianjin-JinXing-20241030 S0013,其他,个人理财、投资规划,无限学习系统,蚂蚁科技,V1.0,Forbes,https://www.forbes.com/,2024-10-11,
Shaanxi-HuaZhong-20241031 S0014,智能气象预测系统,气象服务,气象科技,气象科技,2023-08-01,华为,中国气象局,招募中,2023-08-05,待审,华为技术,气象数据分析、模型构建,华为,Shaanxi-HuaZhong-20241031 S0014,其他,天气预报、气候变化监测,自适应人工智能系统,华为技术,V1.0,China Meteorological Administration,http://www.cma.gov.cn/,2024-10-11,
Guangxi-ShengXing-20241101 S0015,智能城市综合管理平台,城市管理,城市软件,城市软件,2023-06-20,阿里巴巴,浙江大学,已完成,2023-06-25,合格,阿里巴巴集团,智能监控、资源优化,阿里巴巴,Guangxi-ShengXing-20241101 S0015,其他,城市管理、公共安全,具身人工智能系统,阿里巴巴集团,V2.0,Smart City Journal,https://www.smartcitiesworld.net/,2024-10-11,
