视频分辨率（字符型）,图像传感器数目（数值型）,单位,视频采集接口及速率（字符型）,本地缓存容量（字符型）,本地显示分辨率（字符型）,最大传输带宽（字符型）,远程显示分辨率（数值型）,单位.1,传输距离（数值型）,单位.2,系统总延时（数值型）,单位.3,系统调试接口（字符型）,设备供电电压（字符型）,功耗（字符型）,单位.4,采集来源,来源链接,采集时间,备注
1280x720,1,个,"USB-C, VGA, >4Gbps",2GB,720P,4Gbps,480,P,25,米,15,毫秒,USB-C,AC5V,12,W,极客播报,https://www.geekreport.com,,
2560x1080,2,个,"HDMI, USB, >10Gbps",16GB,UltraWide,10Gbps,1080,P,90,米,20,毫秒,"VGA, USB",AC230V,70,W,在线直播,https://www.onlinebroadcast.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",6GB,1080P,10Gbps,1080,P,50,米,20,毫秒,USB-C,AC110V,65,W,科技先锋,https://www.techleader.com,,
3840x2160,3,个,"HDMI, SDI, >25Gbps",12GB,4K,25Gbps,2160,P,80,米,30,毫秒,"HDMI, USB",AC220V,90,W,高端科技,https://www.highendtech.com,,
2560x1440,2,个,"USB-C, Ethernet, >15Gbps",8GB,1440P,15Gbps,1440,P,70,米,25,毫秒,"USB, RS232",AC5V,55,W,视频专家,https://www.videoexpert.com,,
5120x2880,3,个,"HDMI, USB-C, >40Gbps",20GB,5K,40Gbps,2880,P,60,米,22,毫秒,"USB, Ethernet",AC220V,140,W,数字艺术,https://www.digitalart.com,,
7680x4320,4,个,"HDMI, SDI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,40,毫秒,"USB 3.1, HDMI",AC240V,500,W,未来科技,https://www.futuretech.com,,
1920x1080,1,个,"VGA, HDMI, >8Gbps",4GB,1080P,8Gbps,1080,P,30,米,15,毫秒,HDMI,AC5V,45,W,科技评论,https://www.techreview.com,,
3840x2160,2,个,"SDI, Ethernet, >35Gbps",16GB,4K,35Gbps,2160,P,150,米,28,毫秒,"USB-C, RS232",AC220V,110,W,影视产业,https://www.filmindustry.com,,
1280x720,1,个,"USB, HDMI, >6Gbps",2GB,720P,6Gbps,480,P,20,米,18,毫秒,RS232,AC5V,20,W,游戏社区,https://www.gamingcommunity.com,,
5120x2880,2,个,"HDMI, USB-C, >32Gbps",18GB,5K,32Gbps,2880,P,80,米,26,毫秒,"USB 3.1, RS232",AC110V,125,W,数字媒体,https://www.digitalmedia.com,,
3840x2160,4,个,"HDMI, Ethernet, >40Gbps",32GB,4K,40Gbps,2160,P,250,米,31,毫秒,"USB-C, HDMI",AC220V,150,W,现代科技,https://www.moderntech.com,,
2560x1440,3,个,"HDMI, SDI, >18Gbps",10GB,1440P,18Gbps,1440,P,90,米,27,毫秒,"USB, Ethernet",AC220V,75,W,录像评测,https://www.videoreview.com,,
1280x720,1,个,"HDMI, Type-C, >5Gbps",4GB,720P,5Gbps,480,P,20,米,15,毫秒,USB,AC5V,30,W,博客园,https://www.cnblogs.com,,
5120x2880,2,个,"HDMI, USB-C, >38Gbps",22GB,5K,38Gbps,2880,P,100,米,30,毫秒,"USB 3.1, RS232",AC110V,145,W,技术分析,https://www.technologyanalysis.com,,
1920x1080,2,个,"HDMI, USB, >20Gbps",16GB,1080P,20Gbps,1080,P,50,米,15,毫秒,"USB-C, RS232",AC220V,85,W,次时代数字,https://www.nextgen-digital.com,,
2560x1440,3,个,"HDMI, Ethernet, >40Gbps",32GB,1440P,40Gbps,1440,P,80,米,10,毫秒,"USB, RS232",AC110V,75,W,科技前沿,https://www.techfrontier.com,,
3840x2160,1,个,"HDMI, USB-C, >25Gbps",8GB,4K,25Gbps,2160,P,100,米,30,毫秒,"HDMI, RS232",AC240V,95,W,影音快速,https://www.audiovideofast.com,,
7680x4320,4,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,40,毫秒,"USB 3.0, HDMI",AC240V,500,W,全球视频技术,https://www.globalvideotech.com,,
5120x2880,3,个,"USB-C, HDMI, >35Gbps",32GB,5K,35Gbps,2880,P,60,米,20,毫秒,"USB, Ethernet",AC110V,130,W,科技探索,https://www.tech-exploration.com,,
3840x2160,2,个,"HDMI, Type-C, >30Gbps",16GB,4K,30Gbps,2160,P,75,米,18,毫秒,"USB-C, RS232",AC220V,120,W,数字影像,https://www.digitalimage.com,,
2560x1080,1,个,"HDMI, VGA, >14Gbps",8GB,UltraWide,14Gbps,1080,P,40,米,20,毫秒,"VGA, HDMI",AC110V,60,W,影视技术,https://www.filmtechnology.com,,
1920x1080,1,个,"HDMI, SDI, >15Gbps",16GB,1080P,15Gbps,1080,P,50,米,22,毫秒,"USB, RS232",AC220V,80,W,数码达人,https://www.digitalguru.com,,
3840x2160,3,个,"HDMI, USB-C, >45Gbps",32GB,4K,45Gbps,2160,P,150,米,28,毫秒,"USB-C, Ethernet",AC240V,150,W,数字未来,https://www.digitalfuture.com,,
6400x3600,6,个,"HDMI, SDI, >90Gbps",64GB,6K,90Gbps,3600,P,250,米,33,毫秒,"HDMI, USB 3.0",AC290V,600,W,视频工坊,https://www.videoworkshop.com,,
1280x720,1,个,"USB, VGA, >5Gbps",4GB,720P,5Gbps,720,P,30,米,15,毫秒,"RS232, HDMI",AC5V,20,W,智能科技,https://www.smarttech.com,,
2560x1440,1,个,"USB-C, HDMI, >12Gbps",8GB,1440P,12Gbps,1440,P,55,米,19,毫秒,"USB, RS232",AC220V,70,W,影像科技,https://www.imagingtech.com,,
3840x2160,2,个,"HDMI, USB-C, >60Gbps",32GB,4K,60Gbps,2160,P,120,米,25,毫秒,"USB-C, SDI",AC220V,125,W,未来技术,https://www.futuretech.com,,
1920x1080,2,个,"HDMI, USB, >10Gbps",16GB,1080P,10Gbps,1080,P,50,米,22,毫秒,"USB-C, Ethernet",AC220V,85,W,数码在线,https://www.digitalonline.com,,
3840x2160,3,个,"USB-C, HDMI, >30Gbps",32GB,4K,30Gbps,2160,P,120,米,20,毫秒,"HDMI, USB 3.0",AC110V,100,W,现代科技,https://www.moderntech.com,,
2560x1440,1,个,"HDMI, SDI, >12Gbps",8GB,1440P,12Gbps,1440,P,40,米,17,毫秒,"VGA, USB",AC5V,55,W,科技讯息,https://www.technews.com,,
7680x4320,4,个,"HDMI, Fiber Optic, >100Gbps",64GB,8K,100Gbps,4320,P,500,米,40,毫秒,"USB 3.1, RS232",AC240V,500,W,高科技集中,https://www.hightechhub.com,,
1920x1080,1,个,"USB, HDMI, >10Gbps",4GB,1080P,10Gbps,1080,P,30,米,25,毫秒,HDMI,AC110V,60,W,数码大潮,https://www.digitaltrends.cn,,
5120x2880,2,个,"USB-C, HDMI, >20Gbps",32GB,5K,20Gbps,2880,P,80,米,30,毫秒,"Ethernet, USB",AC220V,120,W,未来科技,https://www.futuretech.com,,
3840x2160,2,个,"Fiber Optic, HDMI, >50Gbps",64GB,4K,50Gbps,2160,P,200,米,28,毫秒,"HDMI, RS232",AC240V,150,W,新媒体技术,https://www.newmediacomm.com,,
1280x720,1,个,"USB, VGA, >5Gbps",4GB,720P,5Gbps,480,P,18,米,15,毫秒,USB,AC5V,25,W,视频质检,https://www.videostandards.com,,
2560x1440,2,个,"HDMI, USB, >15Gbps",16GB,1440P,15Gbps,1440,P,55,米,22,毫秒,"USB, R232",AC220V,90,W,电子设计,https://www.electronicdesign.com,,
3840x2160,1,个,"HDMI, USB-C, >35Gbps",8GB,4K,35Gbps,2160,P,100,米,24,毫秒,"Ethernet, USB",AC110V,80,W,视频行业,https://www.videoinindustry.com,,
5120x2880,3,个,"USB-C, HDMI, >30Gbps",32GB,5K,30Gbps,2880,P,90,米,32,毫秒,"USB, HDMI",AC220V,110,W,无线时代,https://www.wirelessage.com,,
7680x4320,5,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,600,米,50,毫秒,"USB 3.1, RS232",AC240V,600,W,广播设备网,https://www.broadcastequipment.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",6GB,1080P,10Gbps,1080,P,40,米,18,毫秒,"USB 3.0, HDMI",AC220V,65,W,TechRadar,https://www.techradar.com,,
3840x2160,2,个,"HDMI, Ethernet, >25Gbps",16GB,4K,25Gbps,2160,P,120,米,25,毫秒,"USB-C, RS232",AC110V,90,W,Gizmodo,https://www.gizmodo.com,,
2560x1440,3,个,"SDI, HDMI, >20Gbps",8GB,1440P,20Gbps,1440,P,90,米,28,毫秒,"HDMI, USB",AC220V,70,W,TechCrunch,https://www.techcrunch.com,,
7680x4320,4,个,"SDI, HDMI, >60Gbps",64GB,8K,60Gbps,4320,P,250,米,40,毫秒,"USB 3.1, RS232",AC240V,350,W,Wired,https://www.wired.com,,
3840x2160,1,个,"HDMI, USB-C, >25Gbps",32GB,4K,25Gbps,2160,P,80,米,20,毫秒,"HDMI, USB",AC220V,100,W,Android Authority,https://www.androidauthority.com,,
1280x720,1,个,"HDMI, Ethernet, >8Gbps",4GB,720P,8Gbps,480,P,50,米,15,毫秒,USB,AC5V,25,W,CNET,https://www.cnet.com,,
5120x2880,3,个,"USB-C, HDMI, >30Gbps",16GB,5K,30Gbps,1440,P,85,米,30,毫秒,"USB, Ethernet",AC110V,150,W,The Verge,https://www.theverge.com,,
2560x1080,1,个,"HDMI, USB, >15Gbps",8GB,UltraWide,15Gbps,1080,P,35,米,17,毫秒,"VGA, HDMI",AC110V,60,W,AnandTech,https://www.anandtech.com,,
1920x1080,2,个,"USB, Ethernet, >15Gbps",8GB,1080P,15Gbps,1080,P,70,米,19,毫秒,"USB, RS232",AC220V,85,W,Wired Tech,https://www.wired.com,,
3840x2160,1,个,"HDMI, SDI, >40Gbps",32GB,4K,40Gbps,2160,P,150,米,22,毫秒,"HDMI, USB",AC220V,110,W,Digital Trends,https://www.digitaltrends.com,,
5120x2880,3,个,"USB-C, HDMI, >40Gbps",32GB,5K,40Gbps,2880,P,90,米,27,毫秒,"USB, CVBS",AC220V,140,W,VR Zone,https://www.vrzone.com,,
2560x1440,2,个,"HDMI, USB, >10Gbps",12GB,1440P,10Gbps,1440,P,60,米,20,毫秒,"USB-C, Ethernet",AC220V,75,W,PCMag,https://www.pcmag.com,,
1280x720,1,个,"HDMI, VGA, >5Gbps",2GB,720P,5Gbps,480,P,30,米,23,毫秒,RS232,AC5V,20,W,Engadget,https://www.engadget.com,,
1920x1080,1,个,"HDMI, USB, >10Gbps",4GB,1080P,10Gbps,1080,P,50,米,30,毫秒,"HDMI, RS232",AC220V,70,W,市场研究,https://www.marketresearch.com,,
3840x2160,2,个,"USB-C, Ethernet, >20Gbps",16GB,4K,20Gbps,2160,P,200,米,28,毫秒,"USB-C, HDMI",AC110V,90,W,新兴科技,https://www.emergingtech.com,,
7680x4320,6,个,"HDMI, SDI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,45,毫秒,"USB 3.0, RS232",AC240V,500,W,科技新闻,https://www.technews.com,,
2560x1440,2,个,"HDMI, USB, >15Gbps",8GB,1440P,15Gbps,1440,P,60,米,20,毫秒,"HDMI, RS232",AC220V,75,W,服务器维护,https://www.servermaintenance.com,,
5120x2880,2,个,"Type-C, HDMI, >40Gbps",32GB,5K,40Gbps,2880,P,80,米,22,毫秒,"USB-C, HDMI",AC220V,150,W,数字媒体,https://www.digitalmedia.com,,
3840x2160,3,个,"HDMI, Ethernet, >25Gbps",16GB,4K,25Gbps,2160,P,150,米,30,毫秒,"USB, RS232",AC220V,100,W,科学探索,https://www.scienceexploration.com,,
1280x720,1,个,"HDMI, USB, >5Gbps",4GB,720P,5Gbps,720,P,30,米,15,毫秒,RS232,AC5V,20,W,前沿技术,https://www.frontiertech.com,,
2560x1080,1,个,"HDMI, USB, >15Gbps",8GB,UltraWide,15Gbps,1080,P,60,米,18,毫秒,"VGA, HDMI",AC110V,75,W,网络评论,https://www.networkreviews.com,,
1920x1080,2,个,"USB-C, HDMI, >20Gbps",8GB,1080P,20Gbps,1080,P,50,米,32,毫秒,"USB, RS232",AC220V,80,W,行业趋势,https://www.industrytrends.com,,
3840x2160,3,个,"HDMI, Ethernet, >30Gbps",32GB,4K,30Gbps,2160,P,200,米,25,毫秒,"USB-C, HDMI",AC220V,130,W,每日科技,https://www.dailytech.com,,
1280x720,1,个,"HDMI, VGA, >8Gbps",4GB,720P,8Gbps,480,P,20,米,12,毫秒,"VGA, HDMI",AC5V,25,W,技术先锋,https://www.techpioneer.com,,
5120x2880,4,个,"USB-C, HDMI, >35Gbps",64GB,5K,35Gbps,2880,P,75,米,20,毫秒,"USB, Ethernet",AC220V,140,W,视频编辑界,https://www.videoeditingworld.com,,
3840x2160,1,个,"HDMI, SDI, >25Gbps",32GB,4K,25Gbps,2160,P,100,米,30,毫秒,"USB-C, RS232",AC220V,100,W,科技杂志,https://www.techmagazine.com,,
1920x1080,2,个,"HDMI, USB, >20Gbps",16GB,1080P,20Gbps,1080,P,80,米,10,毫秒,"HDMI, TCP/IP",AC220V,70,W,科技观察,https://www.techwatch.com,,
4096x2160,3,个,"SDI, HDMI, >40Gbps",32GB,4K,40Gbps,2160,P,150,米,25,毫秒,"USB 3.0, RS422",AC110V,150,W,数字媒体,https://www.digitalmedia.com,,
2560x1440,1,个,"HDMI, Type-C, >10Gbps",8GB,1440P,10Gbps,1440,P,50,米,12,毫秒,"HDMI, USB",AC5V,30,W,视讯科技,https://www.videotech.com,,
7680x4320,4,个,"HDMI, Thunderbolt, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,45,毫秒,"USB-C, RS232",AC240V,600,W,全球视听,https://www.globalav.com,,
3840x2160,2,个,"HDMI, USB, >25Gbps",16GB,4K,25Gbps,2160,P,100,米,20,毫秒,"Ethernet, USB",AC220V,120,W,技术日报,https://www.techdaily.com,,
1920x1080,1,个,"HDMI, DVI, >10Gbps",4GB,1080P,10Gbps,1080,P,30,米,8,毫秒,"USB, HDMI",AC110V,50,W,科技前沿,https://www.techfrontier.com,,
2560x1080,1,个,"HDMI, USB-C, >15Gbps",8GB,UltraWide,15Gbps,1080,P,60,米,14,毫秒,"HDMI, RSTP",AC240V,70,W,视频制作,https://www.videoproduction.com,,
3840x2160,1,个,"HDMI, Ethernet, >40Gbps",32GB,4K,40Gbps,2160,P,120,米,18,毫秒,"USB-C, HDMI",AC220V,100,W,行业造诣,https://www.industryachievements.com,,
1280x720,2,个,"HDMI, VGA, >5Gbps",8GB,720P,5Gbps,720,P,40,米,12,毫秒,"USB, DVI",AC5V,20,W,技术先锋,https://www.techpioneer.com,,
5120x2880,3,个,"USB-C, HDMI, >50Gbps",64GB,5K,50Gbps,2880,P,200,米,30,毫秒,"USB, Ethernet",AC230V,250,W,数字艺术,https://www.digitalart.com,,
3840x2160,2,个,"HDMI, USB-C, >30Gbps",16GB,4K,30Gbps,2160,P,100,米,15,毫秒,"Ethernet, RS232",AC220V,90,W,高清时代,https://www.highdef.com,,
2560x1440,2,个,"HDMI, SDI, >20Gbps",16GB,1440P,20Gbps,1440,P,70,米,22,毫秒,"USB, Ethernet",AC220V,85,W,科技动态,https://www.techtrends.com,,
1920x1080,1,个,"HDMI, VGA, >10Gbps",4GB,1080P,10Gbps,1080,P,25,米,10,毫秒,"USB, HDMI",AC110V,30,W,专业视听,https://www.proav.com,,
3840x2160,1,个,"SDI, HDMI, >20Gbps",64GB,4K,20Gbps,2160,P,180,米,28,毫秒,"USB, Ethernet",AC220V,110,W,数码评论,https://www.digitalreview.com,,
1920x1080,1,个,"HDMI, USB, >20Gbps",16GB,1080P,20Gbps,1080,P,50,米,15,毫秒,"USB-C, RS232",AC220V,75,W,科技新闻,https://www.technews.com,,
3840x2160,2,个,"HDMI, DisplayPort, >25Gbps",32GB,4K,25Gbps,2160,P,80,米,28,毫秒,"USB 3.0, HDMI",AC110V,90,W,新视界,https://www.newvision.com,,
2560x1440,1,个,"HDMI, SDI, >18Gbps",12GB,1440P,18Gbps,1440,P,40,米,22,毫秒,"VGA, USB",AC240V,65,W,影像技术,https://www.imagingtech.com,,
7680x4320,3,个,"SDI, HDMI, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,40,毫秒,"USB 3.1, RS232",AC240V,500,W,专业直播,https://www.prolivestream.com,,
5120x2880,4,个,"USB-C, HDMI, >40Gbps",64GB,5K,40Gbps,1440,P,100,米,30,毫秒,"USB, Ethernet",AC110V,200,W,视频制作,https://www.videoproduction.com,,
1280x720,2,个,"HDMI, VGA, >15Gbps",4GB,720P,15Gbps,480,P,35,米,18,毫秒,USB 3.0,AC5V,20,W,游戏科技,https://www.gametech.com,,
3840x2160,2,个,"HDMI, Ethernet, >35Gbps",32GB,4K,35Gbps,2160,P,120,米,25,毫秒,"USB-C, RS232",AC220V,115,W,未来科技,https://www.futurism.com,,
2560x1080,2,个,"HDMI, USB, >10Gbps",8GB,UltraWide,10Gbps,1080,P,60,米,20,毫秒,"HDMI, VGA",AC110V,55,W,视听技术,https://www.audiovisualtech.com,,
1920x1080,2,个,"HDMI, USB, >22Gbps",8GB,1080P,22Gbps,1080,P,65,米,19,毫秒,"USB, Ethernet",AC220V,85,W,视频评论,https://www.videoreview.com,,
3840x2160,3,个,"USB-C, HDMI, >45Gbps",64GB,4K,45Gbps,2160,P,200,米,29,毫秒,"USB 3.1, RS232",AC220V,125,W,创新视频,https://www.innovativevideos.com,,
5120x2880,4,个,"HDMI, SDI, >50Gbps",128GB,5K,50Gbps,1440,P,150,米,35,毫秒,"USB 3.0, Ethernet",AC110V,250,W,未来科技,https://www.futuretech.com,,
2560x1440,1,个,"HDMI, USB, >15Gbps",8GB,1440P,15Gbps,1080,P,30,米,24,毫秒,"HDMI, USB-C",AC220V,85,W,视频论坛,https://www.videoforum.com,,
1280x720,1,个,"Type-C, HDMI, >8Gbps",4GB,720P,8Gbps,480,P,20,米,14,毫秒,RS232,AC5V,15,W,数码撩,https://www.digitalflirt.com,,
3840x2160,3,个,"SDI, HDMI, >60Gbps",64GB,4K,60Gbps,2160,P,150,米,32,毫秒,"HDMI, USB 3.1",AC220V,150,W,现代科技,https://www.moderntech.com,,
1920x1080,2,个,"HDMI, USB-C, >20Gbps",16GB,1080P,20Gbps,1080,P,50,米,15,毫秒,"USB, Ethernet",AC220V,65,W,技术前瞻,https://www.techforecast.com,,
3840x2160,3,个,"SDI, HDMI, >40Gbps",32GB,4K,40Gbps,2160,P,150,米,28,毫秒,"USB 3.0, RS232",AC110V,95,W,后视视频,https://www.rearviewvideo.com,,
2560x1440,1,个,"HDMI, DisplayPort, >10Gbps",4GB,1440P,10Gbps,1440,P,30,米,18,毫秒,"HDMI, USB",AC5V,50,W,科技新闻,https://www.technews.com,,
7680x4320,4,个,"HDMI, Fiber Optic, >100Gbps",128GB,8K,100Gbps,4320,P,500,米,40,毫秒,"USB 3.2, RS232",AC240V,600,W,视频制作论坛,https://www.videoforum.com,,
4096x2160,2,个,"HDMI, SDI, >30Gbps",32GB,4K DCI,30Gbps,2160,P,120,米,30,毫秒,"RS422, USB",AC220V,120,W,数字影像,https://www.digitalimage.com,,
1920x1080,2,个,"USB-C, HDMI, >12Gbps",8GB,1080P,12Gbps,1080,P,60,米,20,毫秒,"HDMI, USB",AC110V,75,W,影音快报,https://www.audiovideonews.com,,
2560x1600,1,个,"HDMI, DVI, >15Gbps",12GB,WQXGA,15Gbps,1600,P,35,米,23,毫秒,"USB-C, HDMI",AC5V,45,W,科技论坛,https://www.scienceforum.com,,
4096x2304,2,个,"HDMI, USB, >35Gbps",8GB,4K,35Gbps,2304,P,90,米,18,毫秒,"Ethernet, USB",AC220V,80,W,新技术,https://www.newtech.com,,
3840x1600,2,个,"HDMI, DVI-II, >16Gbps",24GB,UWQHD,16Gbps,1600,P,70,米,32,毫秒,"HDMI, RS232",AC110V,110,W,数字媒体,https://www.digitalmedia.com,,
1920x1080,3,个,"USB-C, HDMI, >25Gbps",4GB,1080P,25Gbps,1080,P,35,米,18,毫秒,"USB, HDMI",AC220V,65,W,未来技术,https://www.futuretech.com,,
3840x2160,1,个,"HDMI, Ethernet, >18Gbps",16GB,4K,18Gbps,2160,P,100,米,22,毫秒,"USB, RS232",AC240V,90,W,数字娱乐,https://www.digitalentertainment.com,,
5120x2880,2,个,"HDMI, USB-C, >40Gbps",24GB,5K,40Gbps,2880,P,80,米,20,毫秒,"USB Type-C, HDMI",AC220V,130,W,视频技术,https://www.videotechnology.com,,
2560x1080,1,个,"HDMI, USB, >25Gbps",16GB,UltraWide,25Gbps,1080,P,50,米,21,毫秒,"HDMI, Ethernet",AC5V,55,W,科技简报,https://www.techbrief.com,,
1920x1080,1,个,"HDMI, USB, >20Gbps",8GB,1080P,20Gbps,1080,P,50,米,15,毫秒,"USB-C, HDMI",AC220V,75,W,科技新闻,https://www.technews.com,,
2560x1440,2,个,"HDMI, SDI, >18Gbps",16GB,1440P,18Gbps,1440,P,60,米,22,毫秒,"USB, Ethernet",AC110V,85,W,影像设备市场,https://www.imagingmarket.com,,
3840x2160,3,个,"HDMI, Thunderbolt, >40Gbps",32GB,4K,40Gbps,2160,P,150,米,30,毫秒,"USB-C, RS232",AC240V,110,W,高清视频技术,https://www.highdeftech.com,,
7680x4320,4,个,"SDI, HDMI, >100Gbps",64GB,8K,100Gbps,4320,P,250,米,40,毫秒,"USB 3.1, Ethernet",AC240V,450,W,超高清视频行业,https://www.ultrahdindustry.com,,
1280x720,1,个,"USB, HDMI, >10Gbps",4GB,720P,10Gbps,480,P,20,米,12,毫秒,HDMI,AC5V,30,W,数码科技,https://www.digitaltechnology.com,,
3840x2160,2,个,"Ethernet, USB, >50Gbps",32GB,4K,50Gbps,2160,P,120,米,25,毫秒,"USB-C, USB",AC220V,100,W,影像技术行业,https://www.imagingtech.com,,
5120x2880,3,个,"USB-C, HDMI, >35Gbps",16GB,5K,35Gbps,1440,P,90,米,20,毫秒,"HDMI, Ethernet",AC110V,130,W,数码影像,https://www.digitalimaging.com,,
1920x1080,2,个,"SDI, USB, >25Gbps",8GB,1080P,25Gbps,1080,P,65,米,18,毫秒,"HDMI, USB-C",AC220V,70,W,环球科技,https://www.globaltech.com,,
2560x1440,2,个,"HDMI, SDI, >20Gbps",16GB,1440P,20Gbps,1440,P,80,米,22,毫秒,"USB, RS232",AC240V,90,W,科技观察,https://www.techinsight.com,,
3840x2160,3,个,"USB-C, HDMI, >60Gbps",32GB,4K,60Gbps,2160,P,130,米,27,毫秒,"RS232, USB 3.0",AC220V,140,W,网络科技,https://www.webtech.com,,
5120x2880,4,个,"HDMI, Fiber, >75Gbps",32GB,5K,75Gbps,1440,P,100,米,35,毫秒,"USB 3.1, USB-C",AC240V,200,W,视觉工程,https://www.visualengineering.com,,
1920x1080,1,个,"USB, HDMI, >15Gbps",8GB,1080P,15Gbps,1080,P,50,米,18,毫秒,HDMI,AC110V,65,W,设备评测,https://www.devicereviews.com,,
3840x2160,5,个,"Ethernet, USB, >90Gbps",64GB,4K,90Gbps,2160,P,150,米,28,毫秒,"USB-C, RS232",AC220V,150,W,高科技研究,https://www.hightechresearch.com,,
1920x1080,2,个,"HDMI, USB-C, >10Gbps",16GB,1080P,10Gbps,1080,P,50,米,20,毫秒,"USB-A, RS232",AC220V,75,W,高清之家,https://www.highdefinitionhome.com,,
3840x2160,3,个,"HDMI, Ethernet, >22Gbps",32GB,4K,22Gbps,2160,P,150,米,28,毫秒,"Ethernet, USB-C",AC240V,130,W,微博视频,https://www.weibo.com,,
2560x1440,1,个,"SDI, HDMI, >18Gbps",12GB,1440P,18Gbps,1440,P,60,米,30,毫秒,"VGA, USB",AC110V,85,W,科技频道,https://www.sciencechannel.com,,
7680x4320,4,个,"HDMI, Thunderbolt, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,45,毫秒,"USB 3.0, RS232",AC240V,500,W,未来技术论坛,https://www.futuretechforum.com,,
5120x1440,2,个,"HDMI, USB, >25Gbps",16GB,UltraWide,25Gbps,1440,P,80,米,18,毫秒,"USB-C, HDMI",AC220V,90,W,科技评论,https://www.techreview.com,,
4096x2160,2,个,"SDI, HDMI, >20Gbps",8GB,DCI 4K,20Gbps,2160,P,100,米,15,毫秒,"USB, VGA",AC110V,65,W,数字创意,https://www.digitalcreativity.com,,
2560x1080,1,个,"HDMI, VGA, >12Gbps",4GB,UltraWide,12Gbps,1080,P,45,米,22,毫秒,USB-C,AC220V,50,W,欧洲科技,https://www.europeetechnology.com,,
1920x1080,1,个,"Type-C, HDMI, >15Gbps",8GB,1080P,15Gbps,1080,P,30,米,14,毫秒,"USB-A, RS232",AC5V,40,W,影像新闻,https://www.imagenews.com,,
3840x2160,1,个,"HDMI, Ethernet, >25Gbps",16GB,4K,25Gbps,2160,P,100,米,20,毫秒,"VGA, USB-C",AC220V,110,W,技术探索,https://www.techexploration.com,,
7680x4320,5,个,"HDMI, SDI, >90Gbps",64GB,8K,90Gbps,4320,P,300,米,34,毫秒,"USB 3.1, RS232",AC240V,400,W,直播技术,https://www.livetechnology.com,,
2560x1080,2,个,"HDMI, USB3.0, >15Gbps",8GB,UltraWide,15Gbps,1080,P,50,米,18,毫秒,"USB, RS232",AC110V,55,W,数码视界,https://www.digitalvision.com,,
1920x1080,1,个,"Type-C, HDMI, >10Gbps",32GB,1080P,10Gbps,1080,P,20,米,15,毫秒,"USB-A, USB-C",AC5V,35,W,光影世界,https://www.lightandshadowworld.com,,
1920x1080,2,个,"HDMI, USB-C, >20Gbps",16GB,1080P,20Gbps,1080,P,60,米,17,毫秒,"USB, Ethernet",AC220V,80,W,技术潮流,https://www.techtrend.com,,
3840x2160,4,个,"HDMI, SDI, >40Gbps",32GB,4K,40Gbps,2160,P,150,米,29,毫秒,"RS232, USB-C",AC220V,95,W,未来科技,https://www.futuretech.com,,
2560x1440,3,个,"HDMI, Ethernet, >25Gbps",16GB,1440P,25Gbps,1440,P,80,米,22,毫秒,"HDMI, USB",AC110V,70,W,影像世界,https://www.imagingworld.com,,
7680x4320,6,个,"HDMI, SDI, >100Gbps",128GB,8K,100Gbps,4320,P,400,米,40,毫秒,"Thunderbolt, USB 3.0",AC240V,500,W,影音评测,https://www.audiovideoreview.com,,
5120x2880,3,个,"USB-C, HDMI, >35Gbps",32GB,5K,35Gbps,1440,P,50,米,21,毫秒,"USB 3.1, RS232",AC110V,130,W,科技洞察,https://www.techinsight.com,,
1280x720,1,个,"HDMI, VGA, >10Gbps",4GB,720P,10Gbps,480,P,30,米,18,毫秒,USB-C,AC5V,20,W,生活方式,https://www.lifestyle.com,,
3840x2160,2,个,"HDMI, DisplayPort, >45Gbps",16GB,4K,45Gbps,2160,P,200,米,28,毫秒,"USB, RS232",AC240V,110,W,数字视界,https://www.digitalvision.com,,
2560x1440,2,个,"HDMI, SDI, >15Gbps",8GB,1440P,15Gbps,1080,P,70,米,25,毫秒,"USB, Ethernet",AC220V,80,W,影视动画,https://www.filmandanimation.com,,
3840x2160,5,个,"HDMI, Ethernet, >50Gbps",64GB,4K,50Gbps,2160,P,250,米,33,毫秒,"USB-C, RS232",AC220V,140,W,技术前沿,https://www.techfrontier.com,,
1280x720,1,个,"USB-C, HDMI, >8Gbps",4GB,720P,8Gbps,480,P,20,米,15,毫秒,RS232,AC5V,15,W,科技杂志,https://www.techmagazine.com,,
3840x2160,3,个,"HDMI, USB 3.1, >30Gbps",32GB,4K,30Gbps,2160,P,120,米,19,毫秒,"USB, Ethernet",AC220V,110,W,影像分析,https://www.imageanalysis.com,,
2560x1080,2,个,"HDMI, USB, >12Gbps",8GB,UltraWide,12Gbps,1080,P,90,米,18,毫秒,"VGA, HDMI",AC5V,55,W,数码科技,https://www.digitaltechnology.com,,
1280x720,1,个,"HDMI, Ethernet, >10Gbps",8GB,720P,10Gbps,480,P,80,米,14,毫秒,"USB, RS232",AC5V,20,W,视觉艺术,https://www.visualarts.com,,
