分类,品牌,领域,技术特点,采集来源,来源链接,采集时间,备注【疑问汇总】
运动品牌,李宁,训练鞋,独特的云科技，增强减震与稳定性，适合全地形训练,行业分析、公司公告、wind,https://www.lining.com,,
运动品牌,阿迪达斯,足球鞋,使用Primeknit编织技术，提升舒适性与灵活性，满足专业球员需求,市场调研、公司公告、wind,https://www.adidas.com/soccer,,
运动品牌,361°,跑鞋,PERFORMANCE系列采用QU!KFOAM材料，提供极佳的反馈能力与舒适度,运动品牌评测、消费者反馈、wind,https://www.361sport.com,,
运动品牌,彪马,服装,使用DryCell技术，让运动服更快干燥，极大提升运动舒适性,行业新闻、公司公告、wind,https://www.puma.com,,
运动品牌,特步,足球,K-FAST鞋款采用高弹泡沫，以提升场地跑动速度,行业新闻、运动科技评测、wind,https://www.tedebt.com,,
运动品牌,圣迪士尼,速干衣,加入智能温控系统，自动调节衣物内部温度，适应不同运动强度,研发部门报告、公司公告、wind,https://www.standisney.com,,
运动品牌,ASICS,跑鞋,GEL科技用于缓震性能，适合长时间跑步,公司公告、行业分析,https://www.asics.com/us/en-us/,,
运动品牌,特步,训练鞋,Dynamic Fit 适应性贴合设计，提升运动灵活性,公司公告、市场调研,https://www.xtep.com/en/,,
运动品牌,利普斯,篮球鞋,采用全掌气垫技术，提供强劲的回弹动力,公司公告、行业报告,https://www.lips.com/,,
运动品牌,安德玛,训练衣,抗菌速干材料，适合高强度训练,行业分析、媒体报道,https://www.underarmour.com/en-us/,,
运动品牌,彪马,足球鞋,NETFIT技术，提供自定义的鞋带系统,公司公告、运动科技杂志,https://www.puma.com/,,
运动品牌,New Balance,跑鞋,Fresh Foam中底，提供极致舒适感,公司公告、体育论坛,https://www.newbalance.com/,,
运动品牌,Nike,速干衣,Dri-FIT技术，实现水分排出和干燥,公司公告、在线评测,https://www.nike.com/,,
运动品牌,阿迪达斯,短裤,Climacool透气材料，保持运动时凉爽,媒体报道、消费者反馈,https://www.adidas.com/,,
运动品牌,Reebok,训练鞋,Flexweave面料，增强了鞋子的透气性和耐久性,行业分析、品牌发布,https://www.reebok.com/,,
运动品牌,Li-Ning,篮球鞋,搭载反重力科技，助力篮球运动员跳跃和突破,公司公告、运动评论,http://www.lining.com/,,
运动品牌,Hoka One One,跑鞋,使用Meta-Rocker技术，提供无缝舒适的跑步体验,公司公告、跑鞋测评网站,https://www.hokaoneone.com/,,
运动品牌,Under Armour,训练鞋,结合SpeedForm和UA HOVR技术，实现无比轻量和极高的能量反馈,公司公告、行业分析报告,https://www.underarmour.com/,,
运动品牌,李宁,篮球鞋,全新“气候适应”技术，提供针对天气变化的脚踝支撑,公司公告、篮球评论网站,https://www.lining.com/,,
运动品牌,新百伦,足球鞋,采用Fresh Foam中底技术，提升球场的舒适性与灵活性,公司公告、行业新闻,https://www.newbalance.com/,,
运动品牌,Asics,跑鞋,推出FlyteFoam™技术，提升轻盈感及耐用性,跑鞋测评网站、运动科技论坛,https://www.asics.com/,,
运动品牌,Puma,训练鞋,搭载SOFTFOAM™技术，提供全天候的舒适体验,公司公告、时尚运动杂志,https://us.puma.com/,,
运动品牌,安踏,衣服,推动可持续发展理念，推出全新的环保面料系列,公司公告、环保资讯平台,https://www.anta.com/,,
运动品牌,Fila,速干衣,运用DryLite技术提升湿气释放，适合各种运动场景,公司公告、时尚运动博客,https://www.fila.com/,,
运动品牌,Nike,足球,使用NikeGrip技术，提升球员在场上的抓地力与稳定性,运动科技论坛、行业新闻,https://www.nike.com/,,
运动品牌,Adidas,篮球,采用Primeknit技术，实现了紧密的包裹感与自由的移动性,运动用品评测平台、公司公告,https://www.adidas.com/,,
运动品牌,华伦天奴,跑鞋,新型抗震减震系统，专为马拉松设计,公司公告、市场调研,https://www.valentino.com/,,
运动品牌,安德玛,训练鞋,HOVR™技术，增强跑步体验，提供实时数据反馈,公司公告、体育新闻网站,https://www.underarmour.com/,,
运动品牌,斐乐,篮球鞋,改良的吸震技术，提升场上稳定性,欧瑞、公司公告,https://www.fila.com/,,
运动品牌,美津浓,跑鞋,云感科技鞋底，提供足弓支撑与缓冲,市场调研、公司公告,https://www.mizunousa.com/,,
运动品牌,李宁,训练鞋,全新透气材料及动态贴合设计，适合多种运动,公司公告、健身杂志,https://www.lining.com/,,
运动品牌,特步,足球鞋,新型防滑橡胶外底，适应复杂场地,公司公告、体育新闻网站,https://www.xtep.com/,,
运动品牌,361°,速干衣,采用高性能速干面料，增强透气性,公司公告、运动服饰评测,https://www.361sport.com/,,
运动品牌,阿迪达斯,运动衣,AEROREADY技术，有效吸湿排汗，适合高强度训练,欧瑞、市场调研,https://www.adidas.com/,,
运动品牌,耐克,篮球,搭载Zoom Air气垫，增加响应速度和舒适性,公司公告、体育分析,https://www.nike.com/,,
运动品牌,新百伦,跑鞋,结合Fresh Foam中底技术，适合长时间穿着,市场调研、公司公告,https://www.newbalance.com/,,
运动品牌,新百伦,跑鞋,采用先进的Fresh Foam中底技术，提升舒适度与支撑性,公司公告、行业报告,https://www.newbalance.com,,
运动品牌,李宁,篮球鞋,应用气动掌握技术，增强脚踝支撑力与靴身稳定性,公司公告、体育新闻,https://www.lining.com,,
运动品牌,阿迪达斯,足球鞋,采用最新的Primeknit技术，提供精准贴合与轻量化,行业分析报告、公司公告,https://www.adidas.com,,
运动品牌,耐克,训练鞋,结合Flyknit技术与反向气垫设计，增强多方向活动灵活性,体育时尚杂志、公司公告,https://www.nike.com,,
运动品牌,匡威,服装,融合可再生材料，推动可持续时尚，设计简约而耐用,可持续发展专刊、公司官方网站,https://www.converse.com,,
运动品牌,361°,速干衣,采用高透气性材料，提升运动时舒适感的同时，具备速干功能,用户评测、专业评论,https://ir.361sport.com,,
运动品牌,彪马,裤子,创新乾爽技术和弹性设计，使运动过程中保持舒适与灵活,时尚杂志、公司公告,https://www.puma.com,,
运动品牌,安踏,篮球,结合多层防滑技术与缓震科技，优化球场表现,行业分析、公司报告,https://www.anta.com,,
运动品牌,锐步,运动鞋服,推出新的自适应fit科技，智能调节鞋款的贴合度与舒适性,科技评测、公司公告,https://www.reebok.com,,
运动品牌,特步,足球鞋,专注于球鞋的防水防滑技术，增强恶劣天气条件下的表现,公司公告、体育研究,https://www.xtep.com,,
运动品牌,美津浓,跑鞋,采用Mizuno Wave科技，为跑者提供卓越的减震效果与稳定性,公司公告、行业报告,https://www.mizuno.com/us/,,
运动品牌,安德玛,运动服装,运用ColdGear和HeatGear技术，提升运动时的舒适性和温度调节能力,行业新闻、公司公告,https://www.underarmour.com/,,
运动品牌,要跑,跑鞋,推出以生物基材料制成的‘悦跑’系列，凸显可持续发展,行业观察、公司新闻,https://www.yuanrun.com/,,
运动品牌,NB,训练鞋,采用FuelCell技术，增加训练过程中能量回馈,行业新闻、公司公告,https://www.newbalance.com/,,
运动品牌,华伦天奴,运动服装,注重街头运动风格，推出结合时尚和功能的限量系列,时尚杂志、品牌公告,https://www.valentino.com/,,
运动品牌,科比,篮球鞋,新推出的Kobe系列强调轻量化设计和完美贴合脚型,品牌公告、体育新闻,https://www.kobebryant.com/,,
运动品牌,特莱斯,足球鞋,推出HyperGrip技术，提升足球场上的抓地力,行业分析、公司公告,https://www.tresssports.com/,,
运动品牌,H&M,速干衣,运用新型快干材质，提升运动时的舒适感和排汗功能,时尚评测、公司公告,https://www.hm.com/,,
运动品牌,巴卡尔,运动裤,采用超弹力面料，打造方便舒适的运动体验,市场调研、品牌公告,https://www.bakira.com/,,
运动品牌,斑马,多功能运动装备,推出智能鞋垫，实时监测运动数据，帮助跑者优化训练,公司公告、科技媒体,https://www.zebrasports.com/,,
运动品牌,New Balance,跑鞋,引入Fresh Foam科技，极大提升舒适性与缓震性能，适合长距离跑步,"公司公告, 欧瑞",https://www.newbalance.com/,,
运动品牌,Under Armour,训练鞋,采用UA HOVR™技术，提供透气性和良好的回馈感，提升训练效果,"公司公告, wind",https://www.underarmour.com/,,
运动品牌,Mizuno,跑鞋,Wave Plate技术，结合稳定性和减震性能，适合各类跑步者,"欧瑞, 行业报告",https://www.mizunousa.com/,,
运动品牌,Asics,篮球鞋,GEL技术与FlyteFoam结合，提供卓越的冲击吸收和轻盈感,"行业分析, 公司公告",https://www.asics.com/,,
运动品牌,FILA,衣服,结合复古与现代设计风格，并提升运动服的透气性和舒适性,"时尚趋势文章, 公司公告",https://www.fila.com/,,
运动品牌,Hoka One One,跑鞋,高缓震设计及超轻材料，专为耐力运动员打造,"公司报告, 体育杂志",https://www.hokaoneone.com/,,
运动品牌,Puma,足球鞋,使用Netfit技术，适配性强，给球员提供个性化的贴合体验,"行业评论, 公司公告",https://www.puma.com/,,
运动品牌,Reebok,训练鞋,采用Flexweave®科技，赋予鞋子更好的耐用性和支撑性,"公司公告, 风险评估报告",https://www.reebok.com/,,
运动品牌,Nike,速干衣,Dri-FIT技术，帮助快速排汗，保持干爽，适合高强度训练,"公司新闻稿, 体育研究",https://www.nike.com/,,
运动品牌,Adidas,篮球,简化鞋面结构，利用Primeknit提升轻量化，增强灵活性,"行业报告, 体育品牌分析",https://www.adidas.com/,,
运动品牌,Under Armour,训练鞋,HOVR技术，提供无重力的舒适感，适合高强度训练,公司公告、专业运动评测报道,https://www.underarmour.com,,
运动品牌,Saucony,跑鞋,PWRRUN中底技术，增强跑步时的弹性与舒适度,运动科技博客、公司官网,https://www.saucony.com,,
运动品牌,Hoka One One,跑鞋,超宽鞋底设计，减震效果显著，旨在增加跑步的稳定性,运动评测网站、公司公告,https://www.hokaoneone.com,,
运动品牌,New Balance,足球鞋,Furon和Visaro系列采用的高弹性合成材料，提升球场表现,专业体育媒体、公司公告,https://www.newbalance.com,,
运动品牌,Mizuno,跑鞋,Wave技术，增强跑鞋的稳定性和舒适度,公司公告、市场调研报告,https://www.mizunousa.com,,
运动品牌,Puma,训练鞋,NITRO泡沫中底，提供轻便且舒适的跑步体验,业内会议、公司官网,https://www.puma.com,,
运动品牌,Asics,跑鞋,GEL技术，显著提升减震和舒适感，适合长时间跑步,运动评测杂志、公司公告,https://www.asics.com,,
运动品牌,MyProtein,衣服,采用快干面料，适合高强度训练中的舒适穿着,健康与健身网站、公司公告,https://www.myprotein.com,,
运动品牌,Reebok,训练鞋,Nano技术，提升训练时的灵活性和抓地力,运动科技研究、官网数据,https://www.reebok.com,,
运动品牌,Lululemon,瑜伽服饰,Luon面料，透气性强，完美符合瑜伽练习需求,品牌发布会、时尚趋势报告,https://www.lululemon.com,,
运动品牌,亚瑟士,跑鞋,GEL科技，增强减震舒适性，适合长时间跑步,公司公告、运动品牌评测,https://www.asics.com/,,
运动品牌,特步,篮球鞋,推出最新的DRI-FIT快速干燥科技，保持运动时干爽,行业分析报告及杂志,https://www.xtep.com/,,
运动品牌,汉米尔顿,足球鞋,结合非传统材质以提供更优秀的抓地力与轻质性能,品牌官方评测、足球运动员反馈,https://www.hamilton.com/,,
运动品牌,新百伦,速干衣,采用吸湿排汗材料，适合户外极限运动,户外运动资讯、消费者反馈,https://www.newbalance.com/,,
运动品牌,李宁,训练鞋,全新设计的冰爽科技，提供长效透气与清凉体验,公司公告、运动时尚杂志,https://www.lining.com/,,
运动品牌,安踏,衣服,运用环保材料，提升运动服装的可持续性性能,行业报告、公司公告,https://www.anta.com/,,
运动品牌,Nike,篮球,采用Flyknit技术，提供精准贴合的穿着体验,公司公告、运动行业动态,https://www.nike.com/,,
运动品牌,阿迪达斯,裤子,利用Climacool技术，显著提升运动时的空气流通性,公司新闻、消费者论坛,https://www.adidas.com/,,
运动品牌,Puma,跑鞋,POWERGRID技术提供卓越的缓冲与反应性，升级跑步体验,公司公告、跑步鞋评测,https://www.puma.com/,,
运动品牌,锐步,训练鞋,Flexweave技术提供强度与灵活性的最佳结合,公司公告、健身行业资讯,https://www.reebok.com/,,
运动品牌,ASICS,跑鞋,GEL技术与FlyteFoam融合，提供卓越的冲击缓冲和支撑,公司公告、行业报告、官网,https://www.asics.com,,
运动品牌,Under Armour,训练鞋,HOVR技术，具有零重力感，帮助减轻奋力派出时的能量损失,Euromonitor、公司公告、官网,https://www.underarmour.com,,
运动品牌,New Balance,足球鞋,使用鲜亮的配色方案与全新的适应性外底设计，增强场地反应能力,公司公告、体育杂志,https://www.newbalance.com,,
