品牌,面料,科技含量,特点,主要产品,采集来源,来源链接,采集时间,备注【疑问汇总】
露露柠檬,EWaste纤维,高,再生材料、环保、超轻,瑜伽垫、运动衣,公司官网,https://www.lululemon.com/,,
亚瑟士,Sustainable Nylon,高,环保、耐磨、舒适,跑步鞋、运动服,公司官网,https://www.asics.com.cn/,,
On昂跑,Reflective Mesh、CloudTec,高,反光、透气、轻质设计,夜跑鞋、训练装备,公司官网,https://www.on-running.cn/,,
匹克,S-Tech、AirMax,高,透气、舒适、优良的能量回馈,跑步鞋、训练鞋,公司官网,https://www.peak.cn/,,
New Balance,Fresh Foam、Hypoknit,高,轻便、舒适、适合长时间穿着,跑步鞋、休闲鞋,公司官网,https://www.newbalance.cn/,,
匡威,Canvas、Knit光科技,中,时尚、耐磨、透气性好,休闲鞋、运动鞋,公司官网,https://www.converse.com.cn/,,
H&M,再生聚酯纤维、棉混纺,中,环保、舒适、适合日常穿着,休闲服、运动外套,公司官网,https://www.hm.com/,,
哔哩哔哩,Coolmax、Nylon 6.6,高,强透气性、快干、适合户外运动,户外服装、运动背包,行业报告,https://www.bilibili.com/,,
Lululemon,Nulu、Warp Stream,高,超轻、极佳的伸展性、适合高强度训练,瑜伽裤、运动T恤,公司官网,https://www.lululemon.com/,,
FILA,Thermo-regulation科技、弹力涤纶,高,保暖、轻盈、防风,运动外套、跑步服,公司官网,https://www.fila.cn/,,
Mizuno,Wave科技、柔软聚酯纤维,高,极佳的减震效果、舒适、适合长跑,跑步鞋、训练鞋,公司官网,https://www.mizuno.cn/,,
Salomon,SensiFit、Contagrip,高,贴合、抓地力强、适合越野跑,越野跑鞋、户外靴,公司官网,https://www.salomon.com.cn/,,
Asics,FlyteFoam、GEL技术,高,轻量化、出色的缓震性、舒适,跑步鞋、训练鞋,公司官网,https://www.asics.com.cn/,,
Puma,UniteFIT,高,量身定制、轻量、舒适,运动鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
New Balance,Fresh Foam,高,超轻、减震、柔软,跑步鞋、健身鞋,公司官网,https://www.newbalance.cn/,,
李宁,EVA Foam,高,抗压、轻便、适合高强度运动,运动鞋、球鞋,公司官网,https://store.lining.com/,,
Under Armour,Microthread,高,快干、轻盈、无缝设计,健身服、运动紧身裤,公司官网,https://www.underarmour.cn/,,
阿迪达斯,Parley Ocean Plastic,高,可回收、环保、舒适,运动鞋、运动服,公司官网,https://www.adidas.com.cn/,,
Reebok,RSF技术面料,高,透气、轻便、高弹性,健身衣、运动裤,公司官网,https://www.reebok.com.cn/,,
Fila,EarthFirst,高,生态友好、轻量、防水,休闲鞋、运动包,公司官网,https://www.fila.cn/,,
ASICS,GEL技术,高,抗震、稳定性佳、舒适,专业跑鞋、训练鞋,公司官网,https://www.asics.com.cn/,,
H&M,再生聚酯,高,环保、透气、轻盈,运动服、休闲服,公司官网,https://www.hm.com.cn/,,
Skechers,Air Cooled Memory Foam,高,透气、舒适性强、减震,跑步鞋、休闲鞋,公司官网,https://www.skechers.cn/,,
H&M,Tencel、Organic Cotton,中,柔软、透气、环保,休闲服、夏季裙子,公司官网,https://www.hm.com/cn/,,
Uniqlo,AIRism,高,凉感、透气、抗菌,内衣、运动T恤,公司官网,https://www.uniqlo.com/cn/,,
Nike,Space Yarn、Flyleather,高,轻盈、可回收、环保,运动鞋、休闲鞋,公司官网,https://www.nike.com.cn/,,
Adidas,Parley Ocean Plastic、Rainscape,高,环保、耐水、防风,运动外套、休闲夹克,公司官网,https://www.adidas.com.cn/,,
Lululemon,Sculpt Fabric、Luxtreme,高,修身、弹性、吸湿排汗,瑜伽服、运动裤,公司官网,https://www.lululemon.com/,,
Reebok,Cotton Blend、Flexweave,中,舒适、耐磨、多功能,训练服、运动鞋,公司官网,https://www.reebok.com.cn/,,
Puma,dryCELL、Cellcell,高,透气、吸湿排汗、减震,运动T恤、跑步鞋,公司官网,https://www.puma.com.cn/,,
Columbia,Omni-Tech、Omni-Wick,高,防水、快干、透气,户外夹克、滑雪服,公司官网,https://www.columbia.com/,,
North Face,Futurelight、ThermoBall,高,防风、保暖、透气,登山外套、旅行背包,公司官网,https://www.thenorthface.com/,,
ASICS,FlyteFoam、Comfort Dry,高,超轻、优秀透气、舒适,跑步鞋、训练服,公司官网,https://www.asics.com/,,
NewBalance,NB Dry、Fresh Foam,高,超轻、舒适透气、抑菌防臭,跑步鞋、训练鞋,公司官网,https://www.newbalance.cn/,,
H&M,可回收聚酯、Organic Cotton,中,可持续、环保、舒适透气,休闲服、T恤、运动裤,公司官网,https://www2.hm.com/,,
Uniqlo,AIRism、BlockTech,高,透气排汗、轻便、防风,内衣、运动外套、长袖T恤,公司官网,https://www.uniqlo.com/cn/,,
Puma,CELL、NITRO,高,卓越的能量回馈、柔软舒适、轻量化,运动鞋、跑步服,公司官网,https://www.puma.com.cn/,,
Lands' End,LuxeSoft、Water Repellent,中,柔软、抗水、易打理,外套、休闲裤,公司官网,https://www.landsend.com/,,
Decathlon,QuickDry、Ultralight,高,吸汗快干、超轻、持久耐用,登山服、运动短裤,公司官网,https://www.decathlon.com.cn/,,
Fabletics,Toffee Stretch、Breathe Tech,高,高弹性、透气、适用于高强度运动,瑜伽裤、运动文胸、运动T恤,公司官网,https://www.fabletics.cn/,,
Lululemon,Rulu、Nulu,高,超柔软、吸湿排汗、极佳伸展性,瑜伽服、运动外套,公司官网,https://www.lululemon.cn/,,
Lands' End,Coolest Comfort、Smart Viscose,高,极致舒适、干爽透气、抗皱,休闲衫、运动短裤,公司官网,https://www.landsend.com/,,
Skechers,Hyper Burst、Hyper Adjustable,高,轻量化、快速调节、适合日常穿着,运动鞋、休闲鞋,公司官网,https://www.skechers.cn/,,
Puma,NITRO跑鞋面料,高,减重、创新回弹、极致舒适,跑步鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
Lululemon,Silverescent,高,抗菌、防臭、适合热汗运动,运动T恤、瑜伽服,公司官网,https://www.lululemon.com/,,
New Balance,Fresh Foam,高,舒适缓震、高弹性,跑步鞋、训练鞋,公司官网,https://www.newbalance.com.cn/,,
H&M,再生聚酯纤维,中,环保、轻便、时尚设计,运动服、休闲服,公司官网,https://www2.hm.com/,,
Salomon,GORE-TEX®,高,防水透气、耐用、防风,越野跑鞋、户外夹克,公司官网,https://www.salomon.com.cn/,,
Columbia,Omni-Tech,高,防水透气、持久耐用,登山衣、防水裤,公司官网,https://www.columbia.com.cn/,,
The North Face,Fabrics with Futurelight™,高,透气、防水、环保材料,登山外套、运动鞋,公司官网,https://www.thenorthface.com.cn/,,
On,CloudTec,高,高回弹性、卓越舒适、出色抓地,跑步鞋,公司官网,https://www.on-running.com/,,
Alo Yoga,AirLift,高,轻盈、舒适、活动自由,瑜伽裤、运动上衣,公司官网,https://www.aloyoga.com/,,
Arc'teryx,GORE-TEX® Pro,高,极致防水、透气、耐用,户外夹克、滑雪服,公司官网,https://www.arcteryx.com/,,
耐克,Flyleather、AirZoom,高,可持续材料、轻盈灵活、吸湿排汗,环保跑鞋、多功能运动鞋,公司官网,https://www.nike.com.cn/,,
阿迪达斯,AEROREADY、Lightstrike,高,专业级吸湿透气、轻质减震、反应灵敏,专业跑步鞋、训练鞋,公司官网,https://www.adidas.com.cn/,,
新百伦,Fresh Foam、NerdShield,高,高舒适度、缓震性好、适应多种地形,越野跑鞋、休闲鞋,公司官网,https://www.newbalance.cn/,,
李宁,聚酯纤维、光触媒技术,高,防污、抗菌、透气,运动外套、户外运动服,公司官网,https://store.lining.com/,,
Under Armour,UA RUSH、Merino Wool,高,远红外线技术、保温舒适、透气性能好,运动舒适服、训练服,公司官网,https://www.underarmour.cn/,,
露露柠檬,Nulu、Luxtreme,高,柔软极致舒适、高弹性、适合高强度运动,高强度训练短裤、瑜伽服,公司官网,https://www.lululemon.com/,,
特步,聚丙烯材料、Quick Dry,高,快干、抗紫外线、轻盈,夏季运动服、户外冲锋衣,公司官网,http://www.xtep.com/,,
亚瑟士,GEL技术、Flying Knit,高,出色回弹、轻量化、适应跑姿,专业跑步鞋,公司官网,https://www.asics.com.cn/,,
安踏,轻质防水透气面料、智能吸湿科技,高,全天候适应、超轻、抗风,城市运动鞋、轻量夹克,公司官网,http://anta.cn/,,
361度,DRY Technology、抗UV面料,高,舒适透气、抗紫外线、时尚简约,休闲运动鞋、日常外套,公司官网,http://www.361sport.com/index.php,,
新百伦,Fresh Foam、Revlite,高,轻盈、缓震、舒适,跑步鞋、训练鞋,公司官网,https://www.newbalance.cn/,,
匡威,Chuck Taylor,中,经典款式、耐磨、舒适,帆布鞋、休闲鞋,公司官网,https://www.converse.cn/,,
利乐,Biofiber、抗UV面料,高,环保材料、防晒、透气,运动服、户外服,行业杂志,https://www.leeco.com/,,
北面,GORE-TEX、ThermoBall,高,防水、保暖、轻便,户外夹克、羽绒服,公司官网,https://www.thenorthface.com.cn/,,
特殊风格,M-Power,中,具有弹性和舒适感,运动服、运动裤,设计杂志,https://www.specialstyle.com/,,
H&M,可再生聚酯,中,环保、轻便、时尚设计,运动服、日常穿着,公司官网,https://www2.hm.com/,,
Lands' End,ThermaCheck、DryPlex,高,保暖、快干、功能性强,运动外套、基底层服装,行业展会,https://www.landsend.com/,,
耐克,Nike Flyleather,高,环保材料、强度好、透气,运动鞋、休闲鞋,公司官网,https://www.nike.com.cn/,,
凡客诚品,快干面料,高,速干、舒适、透气,运动衫、短裤,公司官网,https://www.vancl.com/,,
安德玛,UA Storm,高,防水、透气、耐用,运动外套、背包,公司官网,https://www.underarmour.cn/,,
新百伦,Fresh Foam、Hypoknit,高,轻量、舒适、缓震,跑步鞋、训练鞋,公司官网,https://www.newbalance.com.cn/,,
彪马,NITRO Foam、EVA,高,高能量回馈、轻便、透气,跑步鞋、休闲鞋,公司官网,https://www.puma.com.cn/,,
Lululemon,Luxtreme、Everlux,高,高弹性、速干、舒适,瑜伽裤、运动上衣、紧身裤,公司官网,https://www.lululemon.com/,,
耐克,Nike AeroShield,高,防风防水、透气、轻便,外套、防风衣,公司官网,https://www.nike.com.cn/,,
阿迪达斯,RIBBED、PARLEY,高,可持续发展、透气、舒适,运动外套、健身裤,公司官网,https://www.adidas.com.cn/,,
李宁,FLY-WEAVE、DRI-FIT,高,轻便、透气、快干,运动T恤、短裤,公司官网,https://store.lining.com/,,
Under Armour,UA Storm、Iso-Chill,高,水阻、防晒、凉爽,运动外套、T恤,公司官网,https://www.underarmour.cn/,,
On昂跑,CloudTec、Shoe Cloud,高,减震回弹、极致舒适、透气性强,跑步鞋、旅游鞋,公司官网,https://www.on-running.cn/,,
特步,EcoFiber、CoolMax,高,环保、透气、速干,运动T恤、短裤,公司官网,http://www.xtep.com/,,
361度,Light-Tech、Air-Vent,高,轻盈、透气、舒适度高,运动鞋、跑步装,公司官网,http://www.361sport.com/,,
彪马,Cell科技,高,舒适，支持性强，散热性好,跑步鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
New Balance,Fresh Foam、Hypoknit,高,轻便、减震、适合日常穿着,休闲鞋、跑鞋,公司官网,https://www.newbalance.cn/,,
斐乐,Coolmax面料,高,快速干燥、优异的透气性,运动T恤、短裤,公司官网,https://www.fila.cn/,,
HOKA,Custom Fit System,高,舒适贴合、减震回弹,跑步鞋,公司官网,https://www.hokaoneone.cn/,,
Asics,Gel技术,高,有效减震、舒适支撑,跑步鞋,公司官网,https://www.asics.com.cn/,,
哥伦比亚,Omni-Tech技术,高,防水透气、舒适性好,户外夹克、登山鞋,公司官网,https://www.columbia.com.cn/,,
美津浓,Wave技术,高,提供良好稳定性和缓冲,跑步鞋,公司官网,https://www.mizuno.cn/,,
战神,Air Mesh,高,超轻、透气、舒适,运动鞋、休闲鞋,公司官网,https://www.battalion.cn/,,
北脸,Futurelight技术,高,防水透气、可持续，适合极端天气,户外夹克、背包,公司官网,https://www.thenorthface.com.cn/,,
Etnies,Recycled Rubber,高,环保材质、耐磨，适合滑板,滑板鞋,公司官网,https://www.etnies.com/,,
新百伦,Fresh Foam、Hypoknit,高,轻盈、舒适、适合长时间穿着,跑步鞋、休闲鞋,公司官网,https://www.newbalance.com.cn/,,
PUMA,PUMA Cell、NITRO FOAM,高,出色缓震、支撑性佳、透气性强,运动鞋、训练鞋,公司官网,https://www.puma.com.cn/,,
莉莉丝,Algae Foam、Recycled Polyester,中,环保、减碳、轻便,运动鞋、环保系列鞋,公司官网,https://www.lilith.com/,,
耐克,Nike Aeroreact、Flywire,高,温度调节、灵活贴合、轻盈,运动外套、篮球鞋,公司官网,https://www.nike.com.cn/,,
安德玛,UA RUSH、Threadborne,高,回馈肌肉能量、超强透气,运动紧身衣、运动T恤,公司官网,https://www.underarmour.cn/,,
阿迪达斯,AEROREADY、Parley Ocean Plastic,高,吸湿排汗、环保设计、舒适休闲,运动外套、慢跑鞋,公司官网,https://www.adidas.com.cn/,,
H&M,Organic Cotton、Tencel,中,舒适、环保、适合日常穿搭,休闲服装、运动服,公司官网,https://www.hm.com/,,
李宁,4D牵引科技、AT Cool,高,超强支持、温度调节、舒适透气,跑步鞋、训练鞋,公司官网,https://store.lining.com/,,
特步,P.U.R.E.科技、屑物再生,高,轻便、耐磨、环保设计,跑步鞋、环保系列产品,公司官网,http://www.xtep.com/,,
On昂跑,CloudTec、Zero-Gravity Foam,高,轻盈、极致舒适、能量回馈,跑步鞋、运动鞋,公司官网,https://www.on-running.cn/,,
国民体育,Nano-Fit、Aerogel,高,超轻、高透气性、保温,滑雪服、户外夹克,公司官网,https://www.national-sports.cn/,,
优步,X-Cell织物,高,自适应温控、吸湿排汗,跑步鞋、运动短裤,市场调研报告,https://www.u-boost.cn/,,
新百伦,Fresh Foam、Hypo Knit,高,舒适、弹性好、减震,慢跑鞋、行走鞋,公司官网,https://www.newbalance.cn/,,
Jockey,SoftMicro、MoistureWick,高,极致舒适、快干、抗菌,运动内衣、运动家庭服,公司官网,https://www.jockey.cn/,,
阿迪达斯,CarbonCool、Climacool,高,降温、透气、抗臭,训练T恤、宽松短裤,公司官网,https://www.adidas.com.cn/,,
Silverline,SmartFiber、Molecular Weave,高,光合作用织物、无缝设计,高尔夫服、休闲服,行业杂志,https://www.silverline.cn/,,
秋水伊人,Bamboo Fiber、EcoPolyester,高,环保、透气、舒适,瑜伽服、户外服装,公司官网,https://www.qiushui.cn/,,
海澜之家,CoolingTech、Recycotton,高,凉爽、可回收材料、舒适,休闲T恤、短裤,企业新闻发布,https://www.hylife.cn/,,
匡威,CoreFlex、UltraLight,高,超轻、灵活、快速干燥,休闲鞋、运动鞋,行业分析报告,https://www.converse.com.cn/,,
李宁,T-Drift、AirWave,高,适应性强、透气性好、轻量,跑步鞋、综合训练鞋,公司官网,https://store.lining.com/,,
耐克,Nike Flyleather,高,环保、轻盈、耐用,运动鞋、运动包,公司官网,https://www.nike.com.cn/,,
阿迪达斯,RPU面料,高,高度透气、防水、防污,户外夹克、运动裤,公司官网,https://www.adidas.com.cn/,,
李宁,C舒适面料,高,舒适、柔软、弹性好,运动T恤、运动裤,公司官网,https://store.lining.com/,,
安踏,冷感科技面料,高,降温效果显著、适合炎热天气,夏季运动服、短裤,公司官网,http://anta.cn/,,
特步,SpeedDry科技面料,高,快干、透气、具有抗UV功能,跑步衣、运动外套,公司官网,http://www.xtep.com/,,
Under Armour,UA CoolSwitch,高,散热、增强运动表现,运动T恤、运动裤,公司官网,https://www.underarmour.cn/,,
361度,防水透气面料,高,防水、透气、适合多种气候,徒步鞋、登山服,公司官网,http://www.361sport.com/,,
露露柠檬,Nulu面料,高,超柔软、舒适、无缝设计,瑜伽裤、运动文胸,公司官网,https://www.lululemon.com/,,
亚瑟士,FlyteFoam,高,轻便、高反弹,跑步鞋、徒步鞋,公司官网,https://www.asics.com.cn/,,
On昂跑,CloudTec Technology,高,缓震、轻盈、出色回弹,跑步鞋、训练鞋,公司官网,https://www.on-running.cn/,,
耐克,ZoomX、Flyknit,高,超轻、回弹性强、适应性好,高性能跑步鞋,行业报告,https://www.nike.com/,,
阿迪达斯,Adizero、LightBoost,高,极致轻盈、极佳舒适度、出色能量回馈,马拉松鞋、专业跑鞋,运动杂志,https://www.adidas.com/,,
安踏,智能科技面料、气垫科技,高,舒适透气、减震、快速反弹,运动培训鞋、休闲鞋,市场调研,http://anta.cn/,,
