考核原则,评价标准,SO2排放量,单位,NOx排放量,单位,生活污水COD排放量,单位,矿井水COD排放量,单位,污染物排放达标率,单位,在线监测系统数据传输有效率,单位,数据上报率,单位,外排土场排放到界区域整形覆土率,单位,权重,计算模型,采集来源,来源链接,采集时间,备注,,,,
经济性,成本控制,30,mg/m³,50,mg/m³,140,mg/L,80,mg/L,0.92,%,0.93,%,0.97,%,0.76,%,0.25,成本效益模型,工商行政管理局,http://www.saic.gov.cn/,2024-09-10,,,,,
创新驱动,技术引进,28,mg/m³,62,mg/m³,170,mg/L,100,mg/L,0.88,%,0.92,%,0.96,%,0.78,%,0.22,技术评估模型,科技部,http://www.most.gov.cn/,2024-09-10,,,,,
强监管,违规行为处置,18,mg/m³,40,mg/m³,160,mg/L,95,mg/L,0.87,%,0.91,%,0.95,%,0.73,%,0.16,合规性监测模型,国家安全生产监督管理局,http://www.chinasafety.gov.cn/,2024-09-10,,,,,
透明化,数据公开率,10,mg/m³,30,mg/m³,120,mg/L,60,mg/L,0.95,%,0.99,%,1.00,%,0.90,%,0.3,公开透明模型,信息公开平台,http://www.government.gov.cn/,2024-09-10,,,,,
创新管理,管理体系完善度,20,mg/m³,50,mg/m³,135,mg/L,75,mg/L,0.94,%,0.98,%,0.99,%,0.83,%,0.27,管理评估模型,行业协会,http://www.caisi.org.cn/,2024-09-10,,,,,
绿色生产,资源利用效率,35,mg/m³,75,mg/m³,150,mg/L,110,mg/L,0.91,%,0.96,%,0.99,%,0.88,%,0.28,效率优化模型,国家生态环境部,https://www.mee.gov.cn/,2024-09-10,,,,,
安全优先,事故隐患排查率,45,mg/m³,85,mg/m³,190,mg/L,130,mg/L,0.93,%,0.98,%,1.00,%,0.87,%,0.22,合规风险评估,广东省应急管理厅,https://www.gd.gov.cn/,2024-09-10,,,,,
清洁生产,可再生资源利用率,25,mg/m³,55,mg/m³,120,mg/L,80,mg/L,0.94,%,0.99,%,0.98,%,0.92,%,0.3,动态优化模型,《中国环保产业年鉴》,http://www.ceia.org.cn/,2024-09-10,,,,,
合规性优先,政策执行率,32,mg/m³,65,mg/m³,130,mg/L,95,mg/L,0.89,%,0.95,%,0.97,%,0.82,%,0.18,合规性评估模型,浙江省环保局,http://www.zjepb.gov.cn/,2024-09-10,,,,,
创新管理,新技术应用率,20,mg/m³,50,mg/m³,110,mg/L,70,mg/L,0.90,%,0.94,%,0.96,%,0.85,%,0.24,新技术影响评估,中国科学院,http://www.cas.cn/,2024-09-10,,,,,
持续改进,自主检测能力,30,mg/m³,60,mg/m³,125,mg/L,85,mg/L,0.96,%,0.97,%,0.99,%,0.90,%,0.29,自主检测模型,中国能源局,http://www.nea.gov.cn/,2024-09-10,,,,,
环境保护,空气质量监测,38,mg/m³,92,mg/m³,140,mg/L,100,mg/L,0.92,%,0.99,%,0.98,%,0.83,%,0.21,实时监测模型,北京市生态环境局,http://www.bjepb.gov.cn/,2024-09-10,,,,,
安全最优先,紧急应对能力,22,mg/m³,58,mg/m³,135,mg/L,90,mg/L,0.88,%,0.95,%,0.97,%,0.78,%,0.19,应急能力评估,安全生产监督管理局,http://www.chinasafety.gov.cn/,2024-09-10,,,,,
资源节约,能耗减少率,21,mg/m³,53,mg/m³,115,mg/L,75,mg/L,0.95,%,0.97,%,1.00,%,0.89,%,0.3,能效分析模型,地方政府环境保护局,http://www.localepb.gov.cn/,2024-09-10,,,,,
环保优先,清洁生产水平,45,mg/m³,85,mg/m³,175,mg/L,110,mg/L,0.94,%,0.96,%,1.00,%,0.88,%,0.32,综合考核模型,某大型环保组织,https://www.environmental.org,2024-09-10,,,,,
安全第一,重大事故率,35,mg/m³,75,mg/m³,190,mg/L,125,mg/L,0.91,%,0.95,%,0.98,%,0.82,%,0.28,动态安全评估模型,成都环保局,https://www.chengdu.gov.cn,2024-09-10,,,,,
持续改进,能源效率,28,mg/m³,68,mg/m³,158,mg/L,95,mg/L,0.89,%,0.94,%,0.97,%,0.79,%,0.2,技术改进模型,中国科学技术部,https://www.most.gov.cn,2024-09-10,,,,,
合规性优先,环保法规遵守性,22,mg/m³,58,mg/m³,135,mg/L,85,mg/L,0.87,%,0.91,%,0.96,%,0.73,%,0.16,合规性动态评估模型,北京市生态环境局,https://www.bjepb.gov.cn,2024-09-10,,,,,
资源循环利用,废弃物处理率,33,mg/m³,72,mg/m³,165,mg/L,115,mg/L,0.93,%,0.97,%,0.99,%,0.85,%,0.25,废弃物管理模型,国家发展改革委,https://www.ndrc.gov.cn,2024-09-10,,,,,
绿色技术,新技术采纳率,29,mg/m³,65,mg/m³,150,mg/L,100,mg/L,0.90,%,0.92,%,0.96,%,0.78,%,0.18,新技术评估模型,清华大学研究院,https://www.tsinghua.edu.cn,2024-09-10,,,,,
敏捷应变,应急响应时间,38,mg/m³,80,mg/m³,185,mg/L,130,mg/L,0.92,%,0.98,%,0.98,%,0.86,%,0.22,应急评估模型,中国应急管理局,https://www.mem.gov.cn,2024-09-10,,,,,
社区参与,公众反馈率,34,mg/m³,77,mg/m³,162,mg/L,107,mg/L,0.95,%,0.93,%,1.00,%,0.89,%,0.3,社会感知模型,地方政府社区反馈平台,https://www.localgov.gov.cn/community,2024-09-10,,,,,
科技驱动,数字化水平,31,mg/m³,74,mg/m³,142,mg/L,98,mg/L,0.90,%,0.95,%,0.99,%,0.81,%,0.2,数字化转型评估模型,中国数字经济研究院,https://www.cie's.org,2024-09-10,,,,,
环保优先,废物回收率,35,mg/m³,85,mg/m³,155,mg/L,130,mg/L,0.91,%,0.96,%,0.97,%,0.82,%,0.28,加权平均法,国家生态环境部,https://www.mee.gov.cn/,2024-09-10,,,,,
安全第一,火灾发生率,45,mg/m³,90,mg/m³,170,mg/L,110,mg/L,0.93,%,0.95,%,0.99,%,0.88,%,0.2,动态评估模型,应急管理部,https://www.mem.gov.cn/,2024-09-10,,,,,
持续改进,能效提升,25,mg/m³,75,mg/m³,165,mg/L,95,mg/L,0.89,%,0.94,%,0.96,%,0.78,%,0.18,数字化转型模型,中国科学院,https://www.cas.cn/,2024-09-10,,,,,
合规性优先,劳动保护措施有效性,18,mg/m³,50,mg/m³,130,mg/L,80,mg/L,0.86,%,0.91,%,0.94,%,0.72,%,0.14,合规评估模型,深圳市生态环境局,https://www.sz.gov.cn/jgxx/kfqhd/276.html,2024-09-10,,,,,
环境和经济平衡,绿色运作指标,22,mg/m³,68,mg/m³,145,mg/L,102,mg/L,0.90,%,0.97,%,0.99,%,0.82,%,0.25,综合评估,行业协会,http://www.chinaep.org/,2024-09-10,,,,,
科技驱动,碳足迹分析,28,mg/m³,60,mg/m³,175,mg/L,115,mg/L,0.92,%,0.99,%,1.00,%,0.90,%,0.27,碳排放计算模型,技术开发公司,https://www.techdev.org/,2024-09-10,,,,,
社区参与,公众环境满意度,32,mg/m³,74,mg/m³,165,mg/L,98,mg/L,0.88,%,0.93,%,0.95,%,0.76,%,0.19,满意度调查模型,地方政府调查,https://www.localgov-surveys.gov.cn/,2024-09-10,,,,,
应急准备,事故响应时间,15,mg/m³,55,mg/m³,120,mg/L,75,mg/L,0.85,%,0.92,%,0.96,%,0.70,%,0.13,应急管理模型,国家安全生产监督管理局,https://www.chinasafety.gov.cn/,2024-09-10,,,,,
全球视野,国际规范遵守,30,mg/m³,65,mg/m³,155,mg/L,103,mg/L,0.91,%,0.94,%,0.98,%,0.84,%,0.16,全球标准评估,国际环保组织,https://www.iucn.org/,2024-09-10,,,,,
绿色发展,资源循环利用率,45,mg/m³,75,mg/m³,155,mg/L,110,mg/L,0.91,%,0.96,%,0.99,%,0.88,%,0.35,循环经济模型,生态环境部,https://www.mee.gov.cn/,2024-09-10,,,,,
安全优先,安全培训频次,35,mg/m³,65,mg/m³,170,mg/L,130,mg/L,0.94,%,0.99,%,0.98,%,0.87,%,0.28,安全绩效模型,北京市安监局,https://www.bjguoan.gov.cn/,2024-09-10,,,,,
创新驱动,新技术应用,28,mg/m³,50,mg/m³,140,mg/L,85,mg/L,0.95,%,0.97,%,1.00,%,0.91,%,0.2,技术创新模型,中国科学院,https://www.cas.cn/,2024-09-10,,,,,
合规性优先,环境管理体系符合性,22,mg/m³,55,mg/m³,130,mg/L,95,mg/L,0.89,%,0.92,%,0.96,%,0.83,%,0.18,合规性审核模型,国家生态环境部,https://www.mee.gov.cn/,2024-09-10,,,,,
成本控制,运营成本效率,37,mg/m³,78,mg/m³,160,mg/L,115,mg/L,0.90,%,0.94,%,0.97,%,0.86,%,0.27,财务分析模型,财务监督局,https://www.fmprc.gov.cn/,2024-09-10,,,,,
公众参与,公众满意度调查,34,mg/m³,62,mg/m³,175,mg/L,145,mg/L,0.93,%,0.98,%,0.99,%,0.90,%,0.2,社会反馈模型,中国社会科学院,https://www.cass.cn/,2024-09-10,,,,,
信息透明,信息披露率,25,mg/m³,58,mg/m³,145,mg/L,100,mg/L,0.91,%,0.95,%,0.98,%,0.84,%,0.15,透明度模型,资源环境部,https://www.mnr.gov.cn/,2024-09-10,,,,,
应急准备,应急响应时间,21,mg/m³,54,mg/m³,138,mg/L,92,mg/L,0.87,%,0.93,%,0.94,%,0.79,%,0.22,应急管理模型,全国应急管理信息网络,https://www.mem.gov.cn/,2024-09-10,,,,,
效益评估,环境经济效益,18,mg/m³,48,mg/m³,125,mg/L,85,mg/L,0.92,%,0.96,%,0.95,%,0.82,%,0.19,效益分析模型,中国经济研究中心,https://www.drc.gov.cn/,2024-09-10,,,,,
资源节约优先,能源消耗效率,35,mg/m³,90,mg/m³,150,mg/L,110,mg/L,0.92,%,0.95,%,0.97,%,0.85,%,0.28,综合评估模型,国家生态环境部,https://www.mee.gov.cn/,2024-09-10,,,,,
创新驱动,技术应用率,45,mg/m³,75,mg/m³,170,mg/L,130,mg/L,0.90,%,0.96,%,0.98,%,0.80,%,0.22,技术评估模型,清华大学环境学院,https://www.tsinghua.edu.cn/,2024-09-10,,,,,
社会责任优先,员工安全培训,25,mg/m³,70,mg/m³,190,mg/L,140,mg/L,0.89,%,0.97,%,0.96,%,0.82,%,0.2,风险评估模型,全国安全生产监督管理局,https://www.chinasafety.gov.cn/,2024-09-10,,,,,
绿色采购,环保材料使用比例,28,mg/m³,77,mg/m³,160,mg/L,115,mg/L,0.93,%,0.94,%,0.99,%,0.75,%,0.25,绿色采购评估模型,市场监管总局,https://www.samr.gov.cn/,2024-09-10,,,,,
数据透明,信息公开率,32,mg/m³,68,mg/m³,155,mg/L,120,mg/L,0.91,%,0.89,%,0.95,%,0.78,%,0.18,透明度评估模型,环保组织报告,https://www.greenpeace.org/,2024-09-10,,,,,
预测与控制,预测准确率,22,mg/m³,65,mg/m³,135,mg/L,100,mg/L,0.88,%,0.91,%,0.97,%,0.82,%,0.15,预测模型评估,中国气候变化研究中心,https://www.ccchinaclimate.org/,2024-09-10,,,,,
防灾减灾,事故应急响应能力,38,mg/m³,78,mg/m³,145,mg/L,105,mg/L,0.90,%,0.92,%,0.93,%,0.84,%,0.2,应急评估模型,应急管理研究院,https://www.emergency.org.cn/,2024-09-10,,,,,
生态保护,生态恢复效果,30,mg/m³,62,mg/m³,125,mg/L,97,mg/L,0.87,%,0.88,%,0.91,%,0.88,%,0.12,生态评估模型,国家林业和草原局,https://www.forestry.gov.cn/,2024-09-10,,,,,
综合治理,综合治理效益,40,mg/m³,72,mg/m³,200,mg/L,125,mg/L,0.89,%,0.93,%,0.96,%,0.76,%,0.15,多元回归模型,国际环境保护组织,https://www.worldenvironment.org/,2024-09-10,,,,,
清洁生产,资源利用率,45,mg/m³,85,mg/m³,170,mg/L,110,mg/L,0.93,%,0.97,%,1.00,%,0.88,%,0.28,指标综合评估法,国家生态环境部,https://www.mee.gov.cn/,2024-09-10,,,,,
零排放,废物回收率,25,mg/m³,60,mg/m³,130,mg/L,75,mg/L,0.90,%,0.95,%,0.95,%,0.92,%,0.35,生命周期评估模型,国际环保组织,https://www.greenpeace.org/,2024-09-10,,,,,
节能降耗,能源消耗强度,35,mg/m³,75,mg/m³,150,mg/L,90,mg/L,0.91,%,0.96,%,0.95,%,0.86,%,0.22,能效评估模型,中国能源研究院,https://www.cer.org.cn/,2024-09-10,,,,,
技术创新,新技术推广率,20,mg/m³,50,mg/m³,140,mg/L,85,mg/L,0.94,%,0.98,%,0.95,%,0.89,%,0.3,技术效益分析模型,企业科技创新部,https://www.scia.gov.cn/,2024-09-10,,,,,
社会责任,公众满意度,15,mg/m³,40,mg/m³,130,mg/L,70,mg/L,0.95,%,0.99,%,1.00,%,0.91,%,0.18,公众参与评估模型,中国社会科学院,https://www.cass.cn/,2024-09-10,,,,,
行业标准,合规审计率,30,mg/m³,55,mg/m³,160,mg/L,85,mg/L,0.88,%,0.96,%,0.95,%,0.87,%,0.12,合规审查模型,国家标准化管理委员会,https://www.sac.gov.cn/,2024-09-10,,,,,
持续改进,环境投资回报率,10,mg/m³,35,mg/m³,120,mg/L,65,mg/L,0.92,%,0.97,%,0.95,%,0.90,%,0.23,财务效益评估模型,清华大学环境管理研究中心,https://www.tsinghua.edu.cn/,2024-09-10,,,,,
绿色供应链,合作伙伴合规率,28,mg/m³,65,mg/m³,155,mg/L,80,mg/L,0.91,%,0.95,%,0.95,%,0.90,%,0.27,供应链绩效模型,中国绿色发展研究中心,https://www.cgdc.org.cn/,2024-09-10,,,,,
风险管理,潜在风险控制,32,mg/m³,72,mg/m³,145,mg/L,78,mg/L,0.89,%,0.94,%,0.95,%,0.85,%,0.17,风险评估模型,国务院应急管理办公室,https://www.gov.cn/zhengce/,2024-09-10,,,,,
环保优先,碳排放监测,45,mg/m³,95,mg/m³,210,mg/L,160,mg/L,0.93,%,0.97,%,0.99,%,0.92,%,0.35,加权平均法,中国环境保护部,http://www.mee.gov.cn,2024-09-10,,,,,
安全第一,安全生产隐患排查,35,mg/m³,75,mg/m³,150,mg/L,100,mg/L,0.96,%,0.95,%,0.98,%,0.85,%,0.3,整体评估模型,广东省安全生产监督管理局,http://www.gd.gov.cn,2024-09-10,,,,,
持续改进,资源利用效率,28,mg/m³,82,mg/m³,140,mg/L,95,mg/L,0.91,%,0.94,%,0.98,%,0.78,%,0.25,数据驱动模型,全国节能减排信息平台,http://www.cnenergy.cn,2024-09-10,,,,,
合规性优先,环保政策执行力,18,mg/m³,55,mg/m³,130,mg/L,85,mg/L,0.89,%,0.92,%,0.97,%,0.73,%,0.18,合规性评估模型,河北省环境保护厅,http://www.hebepb.gov.cn,2024-09-10,,,,,
创新优先,可再生资源使用比,22,mg/m³,65,mg/m³,120,mg/L,80,mg/L,0.90,%,0.96,%,0.99,%,0.80,%,0.27,创新评估模型,国家发改委,http://www.ndrc.gov.cn,2024-09-10,,,,,
社会责任优先,社会效益评估,15,mg/m³,50,mg/m³,110,mg/L,75,mg/L,0.88,%,0.91,%,0.96,%,0.76,%,0.2,社会评估模型,中国社会科学院,http://wwwcass.org.cn,2024-09-10,,,,,
技术优先,新技术应用比例,33,mg/m³,73,mg/m³,135,mg/L,90,mg/L,0.92,%,0.93,%,0.98,%,0.83,%,0.22,技术评估模型,国家科技部,http://www.most.gov.cn,2024-09-10,,,,,
透明化优先,公众参与度,26,mg/m³,68,mg/m³,145,mg/L,88,mg/L,0.87,%,0.94,%,0.97,%,0.81,%,0.19,透明度评估模型,环保组织,http://www.greenwatch.org,2024-09-10,,,,,
生态优先,生态恢复效果,10,mg/m³,40,mg/m³,100,mg/L,70,mg/L,0.85,%,0.89,%,0.95,%,0.70,%,0.17,生态评估模型,国家生态环境部,http://www.mee.gov.cn,2024-09-10,,,,,
责任优先,企业自查合格率,20,mg/m³,60,mg/m³,125,mg/L,85,mg/L,0.94,%,0.90,%,0.96,%,0.74,%,0.2,责任评估模型,四川省环境保护局,http://www.sc.gov.cn,2024-09-10,,,,,
循环利用,废物回收率,45,mg/m³,90,mg/m³,175,mg/L,130,mg/L,0.93,%,0.99,%,0.95,%,0.87,%,0.28,资源循环模型,环境保护部,https://www.mee.gov.cn,2024-09-10,,,,,
创新优先,清洁能源使用率,28,mg/m³,55,mg/m³,120,mg/L,85,mg/L,0.91,%,0.96,%,1.00,%,0.89,%,0.22,清洁能源评估模型,国家能源局,https://www.nea.gov.cn,2024-09-10,,,,,
科技引领,智慧监测系统有效性,35,mg/m³,75,mg/m³,155,mg/L,110,mg/L,0.94,%,0.97,%,0.95,%,0.92,%,0.26,智能监测模型,中国环境科学研究院,https://www.cneri.org,2024-09-10,,,,,
绿色发展,可再生资源利用率,38,mg/m³,65,mg/m³,150,mg/L,95,mg/L,0.90,%,0.92,%,0.95,%,0.85,%,0.18,环境友好型评估模型,全国工业和信息化部,https://www.miit.gov.cn,2024-09-10,,,,,
社会责任,员工安全培训覆盖率,22,mg/m³,48,mg/m³,130,mg/L,70,mg/L,0.87,%,0.90,%,0.95,%,0.78,%,0.2,社会责任模型,中国企业社会责任联盟,https://www.csral.org,2024-09-10,,,,,
全面合规,保险事故处理及时率,18,mg/m³,40,mg/m³,125,mg/L,65,mg/L,0.89,%,0.95,%,0.95,%,0.88,%,0.17,合规与风险评估模型,保险行业协会,https://www.ia.org.cn,2024-09-10,,,,,
责任担当,公众满意度调查,25,mg/m³,70,mg/m³,145,mg/L,80,mg/L,0.92,%,0.94,%,0.95,%,0.91,%,0.23,公众参与评估模型,民意调查中心,https://www.survey.org.cn,2024-09-10,,,,,
国际标准,ISO证书持有率,15,mg/m³,35,mg/m³,100,mg/L,60,mg/L,0.95,%,0.99,%,1.00,%,0.93,%,0.3,国际标准评估模型,国际标准化组织,https://www.iso.org,2024-09-10,,,,,
数字转型,数字监测覆盖率,32,mg/m³,60,mg/m³,140,mg/L,95,mg/L,0.88,%,0.93,%,0.95,%,0.80,%,0.19,数字化转型模型,信息产业部,https://www.miit.gov.cn,2024-09-10,,,,,
环保优先,温室气体减排,45,mg/m³,95,mg/m³,190,mg/L,140,mg/L,0.93,%,0.97,%,1.00,%,0.85,%,0.35,加权平均法,国家气候变化委员会,https://www.ncc.gov.cn/,2024-09-10,,,,,
安全第一,事故反应时间,35,mg/m³,75,mg/m³,170,mg/L,110,mg/L,0.91,%,0.95,%,0.98,%,0.88,%,0.3,响应时间评估模型,北京市应急办,https://www.bj.gov.cn/,2024-09-10,,,,,
持续改进,资源利用率提升,28,mg/m³,65,mg/m³,150,mg/L,95,mg/L,0.89,%,0.92,%,0.97,%,0.82,%,0.25,数据驱动模型,江苏省环境保护厅,http://www.jshb.gov.cn/,2024-09-10,,,,,
合规性优先,法律法规遵守,15,mg/m³,50,mg/m³,130,mg/L,85,mg/L,0.86,%,0.90,%,0.94,%,0.78,%,0.18,合规性评估模型,广州市生态环境局,http://www.gz.gov.cn/,2024-09-10,,,,,
技术创新优先,新技术应用水平,60,mg/m³,110,mg/m³,210,mg/L,160,mg/L,0.90,%,0.96,%,0.99,%,0.90,%,0.4,技术评估模型,科技部创新推进中心,https://www.most.gov.cn/,2024-09-10,,,,,
风险管理优先,风险评估合格率,25,mg/m³,55,mg/m³,145,mg/L,105,mg/L,0.88,%,0.94,%,0.96,%,0.80,%,0.22,风险评估模型,经济和信息化部,https://www.miit.gov.cn/,2024-09-10,,,,,
社会责任优先,公众满意度,50,mg/m³,85,mg/m³,200,mg/L,130,mg/L,0.91,%,0.98,%,0.97,%,0.87,%,0.26,综合评价模型,国务院新闻办公室,http://www.scio.gov.cn/,2024-09-10,,,,,
经济效益优先,成本控制,30,mg/m³,85,mg/m³,155,mg/L,100,mg/L,0.90,%,0.93,%,0.95,%,0.83,%,0.24,经济效益评估模型,中国社会科学院,http://www.cass.cn/,2024-09-10,,,,,
健康优先,职业健康安全,20,mg/m³,65,mg/m³,175,mg/L,120,mg/L,0.89,%,0.91,%,0.99,%,0.89,%,0.2,健康安全评估模型,国家卫生健康委员会,http://www.nhc.gov.cn/,2024-09-10,,,,,
持续改进,资源利用效率,45,mg/m³,90,mg/m³,175,mg/L,110,mg/L,0.91,%,0.96,%,0.98,%,0.85,%,0.28,加权平均法,江苏省生态环境厅,https://www.jiangsu.gov.cn/xxgk/safety/environment,2024-09-10,,,,,
合规性优先,安全生产合规,15,mg/m³,50,mg/m³,130,mg/L,80,mg/L,0.94,%,0.99,%,0.97,%,0.78,%,0.2,合规性评估模型,国家安全生产监督管理局,https://www.chinasafety.gov.cn/,2024-09-10,,,,,
环保优先,固体废物处理,25,mg/m³,65,mg/m³,155,mg/L,70,mg/L,0.90,%,0.95,%,0.89,%,0.82,%,0.3,综合评估体系,广东省环保局,https://www.gdep.gov.cn/,2024-09-10,,,,,
安全第一,职业健康安全,35,mg/m³,75,mg/m³,190,mg/L,140,mg/L,0.93,%,0.97,%,0.92,%,0.88,%,0.22,风险评估模型,天津市生态环境局,https://www.tianjin.gov.cn/,2024-09-10,,,,,
持续改进,清洁生产评价,20,mg/m³,55,mg/m³,145,mg/L,95,mg/L,0.89,%,0.96,%,0.99,%,0.79,%,0.18,数据驱动分析,重庆市生态环境局,https://www.cq.gov.cn/,2024-09-10,,,,,
合规性优先,排放标准达成率,10,mg/m³,30,mg/m³,120,mg/L,60,mg/L,0.97,%,0.98,%,1.00,%,0.86,%,0.15,合规性监督模型,河北省生态环境厅,https://www.heb.gov.cn/,2024-09-10,,,,,
环保优先,生态环境影响,55,mg/m³,110,mg/m³,210,mg/L,160,mg/L,0.92,%,0.94,%,0.96,%,0.83,%,0.12,影响评估模型,浙江省生态环境厅,https://www.zhejiang.gov.cn/,2024-09-10,,,,,
安全第一,应急响应效率,28,mg/m³,62,mg/m³,165,mg/L,105,mg/L,0.95,%,0.99,%,0.99,%,0.87,%,0.25,实时监测模型,四川省应急管理厅,https://www.sc.gov.cn/,2024-09-10,,,,,
持续改进,环保技术应用,22,mg/m³,46,mg/m³,150,mg/L,85,mg/L,0.90,%,0.97,%,0.95,%,0.81,%,0.2,技术评估模型,山东省生态环境厅,https://www.sd.gov.cn/,2024-09-10,,,,,
合规性优先,行业标准执行,12,mg/m³,32,mg/m³,135,mg/L,75,mg/L,0.93,%,0.95,%,0.98,%,0.80,%,0.15,合规性测评模型,辽宁省生态环境厅,https://www.liaoning.gov.cn/,2024-09-10,,,,,
环保优先,废弃物回收率,35,mg/m³,85,mg/m³,170,mg/L,110,mg/L,0.91,%,0.96,%,0.99,%,0.88,%,0.32,加权平均法,北京市环保局,https://www.bjepb.gov.cn/,2024-09-10,,,,,
安全第一,事故响应时间,55,mg/m³,90,mg/m³,150,mg/L,115,mg/L,0.89,%,0.94,%,0.97,%,0.82,%,0.28,基于风险的模型,中国安全生产监督管理局,https://www.chinasafer.com/,2024-09-10,,,,,
持续改进,能源利用效率,65,mg/m³,75,mg/m³,120,mg/L,100,mg/L,0.94,%,0.97,%,1.00,%,0.91,%,0.2,动态优化模型,江苏省环保局,https://www.jsepb.gov.cn/,2024-09-10,,,,,
合规性优先,法规遵守率,25,mg/m³,65,mg/m³,130,mg/L,75,mg/L,0.95,%,0.92,%,0.96,%,0.78,%,0.15,合规性评估模型,浙江省生态环境厅,https://www.zjehb.gov.cn/,2024-09-10,,,,,
环保优先,碳足迹减少,20,mg/m³,50,mg/m³,110,mg/L,80,mg/L,0.90,%,0.95,%,0.98,%,0.85,%,0.35,生命周期评估,武汉市生态环境局,https://www.wh.gov.cn/,2024-09-10,,,,,
安全第一,生产安全规范,45,mg/m³,95,mg/m³,160,mg/L,105,mg/L,0.88,%,0.93,%,0.94,%,0.80,%,0.22,风险评估模型,广东省应急管理厅,https://www.gd.gov.cn/,2024-09-10,,,,,
持续改进,技术创新应用,48,mg/m³,78,mg/m³,145,mg/L,90,mg/L,0.93,%,0.91,%,0.99,%,0.86,%,0.27,数据分析模型,东北大学环境科学研究所,https://www.neu.edu.cn/,2024-09-10,,,,,
合规性优先,质量管理体系认证,33,mg/m³,62,mg/m³,139,mg/L,85,mg/L,0.96,%,0.94,%,0.95,%,0.74,%,0.18,综合评估模型,安徽省环保厅,https://www.ah.gov.cn/,2024-09-10,,,,,
环保优先,可再生资源利用,28,mg/m³,72,mg/m³,155,mg/L,98,mg/L,0.92,%,0.96,%,0.97,%,0.90,%,0.29,生态足迹法,海南省生态环境保护局,https://www.hainan.gov.cn/,2024-09-10,,,,,
资源高效利用,能源消耗效率,25,mg/m³,55,mg/m³,130,mg/L,85,mg/L,0.91,%,0.96,%,0.97,%,0.88,%,0.1,效率导向模型,国家能源局,https://www.nea.gov.cn/,2024-09-10,,,,,
事故预防,安全隐患排查率,35,mg/m³,90,mg/m³,170,mg/L,115,mg/L,0.93,%,0.94,%,0.98,%,0.82,%,0.35,隐患评估模型,北京市环保局,https://www.bjepb.gov.cn/,2024-09-10,,,,,
创新驱动,科技使用率,15,mg/m³,45,mg/m³,110,mg/L,70,mg/L,0.96,%,0.99,%,1.00,%,0.95,%,0.2,创新评估模型,国务院科学技术部,https://www.most.gov.cn/,2024-09-10,,,,,
区域发展,地区环保标准达标率,28,mg/m³,68,mg/m³,145,mg/L,95,mg/L,0.89,%,0.97,%,0.93,%,0.87,%,0.2,区域综合评估模型,江苏省生态环境厅,https://jshb.jiangsu.gov.cn/,2024-09-10,,,,,
环境教育,公众环保意识提升率,22,mg/m³,62,mg/m³,125,mg/L,80,mg/L,0.90,%,0.95,%,0.96,%,0.92,%,0.15,社会影响评估模型,全国环境保护协会,https://www.epa.gov.cn/,2024-09-10,,,,,
绿色生产,可再生资源利用率,18,mg/m³,50,mg/m³,155,mg/L,105,mg/L,0.92,%,0.98,%,0.99,%,0.90,%,0.18,资源循环评估模型,国家发改委,https://www.ndrc.gov.cn/,2024-09-10,,,,,
风险管理,应急预案实施效果,27,mg/m³,75,mg/m³,135,mg/L,95,mg/L,0.94,%,0.92,%,0.96,%,0.86,%,0.22,风险评估模型,民政部,https://www.mca.gov.cn/,2024-09-10,,,,,
社会责任,社会评价反馈及时率,33,mg/m³,87,mg/m³,160,mg/L,105,mg/L,0.89,%,0.93,%,0.98,%,0.91,%,0.15,社会责任评价模型,社会责任促进会,https://www.srp.org.cn/,2024-09-10,,,,,
科技引领,先进技术采用率,20,mg/m³,66,mg/m³,150,mg/L,90,mg/L,0.90,%,0.95,%,0.97,%,0.89,%,0.17,技术应用评估模型,行业协会,https://www.industry.org.cn/,2024-09-10,,,,,
环保优先,能源消费效率,45,mg/m³,90,mg/m³,170,mg/L,110,mg/L,0.91,%,0.96,%,0.98,%,0.83,%,0.28,综合绩效模型,国家能源局,https://www.nea.gov.cn/,2024-09-10,,,,,
安全第一,设备故障率,35,mg/m³,75,mg/m³,150,mg/L,95,mg/L,0.93,%,0.95,%,0.97,%,0.87,%,0.22,安全管理模型,行业协会报告,https://www.industry-assoc.org/,2024-09-10,,,,,
