登记号,地方标准,合成生物技术名称,合成生物技术类型,试验状态,试验分期,试验分类,申办者单位,试验机构,登记日期,试验开始时间,试验终止时间,最新状态日期,规范企业名称,注册受理号,股票代码,申报类型,规范企业名称.1,采集来源,来源链接,采集时间,备注
2023SR0192468,DB/T6892-2023,合成药物研发技术,药物合成,正在进行,第二阶段,药品开发,成都生物制药公司,四川大学,2023-08-16,2023-09-01,2025-08-31,2024-10-12,成都生物制药公司,GHZYLZC2100006,BK1179,新技术申请,成都生物制药公司,生物医药资讯,https://www.biomednews.com.cn,2024-09-23,
2023SR0193579,DB/T7903-2023,合成生态系统开发,生态工程,未开始,第一阶段,生态恢复,武汉生态科技公司,武汉大学,2023-01-30,2023-11-01,2024-10-31,2024-10-12,武汉生态科技公司,GHZYLZC2100007,BK1180,新技术申请,武汉生态科技公司,生态科学研究,https://www.ecoscience.com.cn,2024-09-23,
2023SR0194680,DB/T1122-2023,合成生物材料,生物材料工程,正在进行,第一阶段,实验室研究,广州合成技术有限公司,中山大学,2023-06-15,2023-07-01,2024-06-30,2024-10-12,广州合成技术有限公司,GHZYLZC2100008,BK1181,新技术申请,广州合成技术有限公司,生物材料学报,https://www.bio-materials.com,2024-09-23,
2023SR0195791,DB/T3345-2023,植物合成生物技术,植物工程,正在进行,第二阶段,田间试验,南京生态研究院,南京农业大学,2023-08-01,2023-09-01,2025-02-28,2024-10-12,南京生态研究院,GHZYLZC2100009,BK1182,新技术申请,南京生态研究院,农业科技报,https://www.agri-tech.com,2024-09-23,
2023SR0196802,DB/T7788-2023,合成疫苗技术,疫苗研发,完成,第三阶段,临床试验,成都生物药品有限公司,四川大学,2023-02-22,2023-03-15,2024-07-30,2024-10-12,成都生物药品有限公司,GHZYLZC2100010,BK1183,新技术申请,成都生物药品有限公司,医学前沿杂志,https://www.medicalfrontier.com,2024-09-23,
2023SR0197913,DB/T5566-2023,食品合成生物技术,食品安全,正在进行,第二阶段,消耗品测试,杭州食品科技公司,浙江大学,2023-04-12,2023-05-01,2025-04-30,2024-10-12,杭州食品科技公司,GHZYLZC2100011,BK1184,新技术申请,杭州食品科技公司,食品工业杂志,https://www.foodindustry.com,2024-09-23,
2023SR0198024,DB/T2233-2023,合成生物电池,能源工程,未开始,第一阶段,实验室研究,武汉清洁能源公司,华中科技大学,2023-07-20,2023-08-15,2025-07-14,2024-10-12,武汉清洁能源公司,GHZYLZC2100002,BK1175,新技术申请,武汉清洁能源公司,能源科技期刊,https://www.energytechjournal.com,2024-09-23,
2023SR0199135,DB/T4455-2023,合成酶技术,酶工程,正在进行,第二阶段,工业应用,沈阳生物科技研发中心,沈阳农业大学,2023-09-05,2023-09-20,2025-09-19,2024-10-12,沈阳生物科技研发中心,GHZYLZC2100003,BK1176,新技术申请,沈阳生物科技研发中心,生物科学技术期刊,https://www.bio-sciencejournals.com,2024-09-23,
2023SR0200246,DB/T5567-2023,合成基因药物,基因治疗,正在进行,第一阶段,临床研究,青岛基因制药有限公司,青岛科技大学,2023-06-30,2023-07-15,2024-12-31,2024-10-12,青岛基因制药有限公司,GHZYLZC2100004,BK1177,新技术申请,青岛基因制药有限公司,基因科技日报,https://www.gene-technologymedia.com,2024-09-23,
2023SR0184732,DB/T7888-2023,生物传感器技术,传感器技术,正在进行,第二阶段,应用研发,厦门智能生物科技公司,厦门大学,2023-01-10,2023-02-15,2025-01-14,2024-10-12,厦门智能生物科技公司,GHZYLZC2100005,BK1178,新技术申请,厦门智能生物科技公司,传感器科技期刊,https://www.sensor-tech.com,2024-09-23,
2023SR0182497,DB/T2345-2023,基因驱动技术,基因编辑,正在进行,第一阶段,基础研究,广州基因科技有限公司,中山大学,2023-06-15,2023-07-01,2024-06-30,2024-10-12,广州基因科技有限公司,GHZYLZC2100006,BK1179,新技术申请,广州基因科技有限公司,科学中国,https://www.sciencenews.cn/,2024-09-23,
2023SR0183578,DB/T3456-2023,合成克隆技术,细胞工程,已完成,第三阶段,临床试验,杭州医疗科技公司,浙江大学,2023-04-10,2023-05-01,2024-04-30,2024-09-15,杭州医疗科技公司,GHZYLZC2100007,BK1180,临床试验注册,杭州医疗科技公司,医药经济报,https://www.yjjj.com/,2024-09-23,
2023SR0186124,DB/T4567-2023,人工合成DNA,合成生物学,已完成,第二阶段,实验室研究,天津生物研究院,南开大学,2023-06-30,2023-07-15,2024-07-14,2024-09-20,天津生物研究院,GHZYLZC2100008,BK1181,新技术申请,天津生物研究院,新华网,https://www.xinhuanet.com/,2024-09-23,
2023SR0187690,DB/T5678-2023,转基因农业技术,农业生物技术,正在进行,第一阶段,田间试验,四川农科院,四川农业大学,2023-07-20,2023-08-01,2025-07-31,2024-10-12,四川农科院,GHZYLZC2100009,BK1182,新技术申请,四川农科院,农业科技杂志,http://www.agri-tech.com/,2024-09-23,
2023SR0184821,DB/T6789-2023,体外合成技术,基因工程,正在进行,第一阶段,实验室研究,西安生物技术中心,西安交通大学,2023-08-15,2023-09-01,2024-08-31,2024-10-12,西安生物技术中心,GHZYLZC2100010,BK1183,新技术申请,西安生物技术中心,生物工程通讯,http://www.biotechnews.cn/,2024-09-23,
2023SR0189356,DB/T7890-2023,合成疫苗技术,健康生物技术,正在进行,第二阶段,临床试验,武汉医药研发中心,华中科技大学,2023-09-01,2023-09-15,2025-08-31,2024-10-12,武汉医药研发中心,GHZYLZC2100011,BK1184,新技术申请,武汉医药研发中心,中华医学杂志,http://www.cmjournal.org/,2024-09-23,
2023SR0181543,DB/T8901-2023,基因疗法技术,疗法技术,已完成,第三阶段,临床试验,南京生物工程公司,南京大学,2023-10-01,2023-10-15,2025-10-14,2024-10-12,南京生物工程公司,GHZYLZC2100002,BK1175,新技术申请,南京生物工程公司,医药前沿,https://www.medicfrontline.com/,2024-09-23,
2023SR0187825,DB/T2345-2023,合成植物药物生产技术,植物生物技术,正在进行,第一阶段,实验室研究,广州生物技术公司,中山大学,2023-01-20,2023-02-15,2024-02-14,2024-10-12,广州生物技术公司,GHZYLZC2100003,BK1176,新技术申请,广州生物技术公司,药物研发网,https://www.drugdev.com,2024-09-23,
2023SR0180246,DB/T3456-2023,基因驱动系统,基因编辑,正在进行,第二阶段,现场实验,成都生物科技研究所,四川大学,2023-02-12,2023-03-01,2025-02-28,2024-10-12,成都生物科技研究所,GHZYLZC2100004,BK1177,新技术申请,成都生物科技研究所,科学通报,https://www.sciencenews.com.cn,2024-09-23,
2023SR0273841,DB/T4567-2023,细胞自噬研究项目,细胞生物学,正在进行,第一阶段,基础研究,武汉合成生物研究中心,华中科技大学,2023-03-05,2023-04-01,2024-03-31,2024-10-12,武汉合成生物研究中心,GHZYLZC2100005,BK1178,新技术申请,武汉合成生物研究中心,生物技术网,https://www.biotechnews.com,2024-09-23,
2024SR0364952,DB/T5679-2023,合成疫苗开发技术,疫苗研究,完成,第三阶段,临床试验,南京疫苗研究所,南京医科大学,2023-04-25,2023-05-20,2024-05-19,2024-10-12,南京疫苗研究所,GHZYLZC2100006,BK1179,新技术申请,南京疫苗研究所,健康时报,https://www.healthtimes.com,2024-09-23,
2025SR0456123,DB/T6780-2023,合成肠道微生物组,微生物工程,正在进行,第二阶段,临床前研究,苏州生物实验室,苏州大学,2023-05-15,2023-06-01,2024-05-31,2024-10-12,苏州生物实验室,GHZYLZC2100007,BK1180,新技术申请,苏州生物实验室,生物产业杂志,https://www.bioindustry.com.cn,2024-09-23,
2026SR0547284,DB/T7891-2023,工程化合成酵母,酵母工程,正在进行,第一阶段,实验室研究,杭州合成生物技术公司,浙江大学,2023-06-20,2023-07-01,2024-06-30,2024-10-12,杭州合成生物技术公司,GHZYLZC2100008,BK1181,新技术申请,杭州合成生物技术公司,工程师日报,https://www.engineersdaily.com,2024-09-23,
2027SR0638345,DB/T8902-2023,用合成生物技术改善食品安全,食品生物技术,正在进行,第二阶段,应用研究,西安食品科技研究所,西北农林科技大学,2023-07-30,2023-08-15,2025-08-14,2024-10-12,西安食品科技研究所,GHZYLZC2100009,BK1182,新技术申请,西安食品科技研究所,食品科技网,https://www.foodtech.com.cn,2024-09-23,
2028SR0729456,DB/T1111-2023,合成疫苗平台,疫苗开发,正在进行,第一阶段,临床前研究,成都生物医药公司,四川大学,2023-06-15,2023-07-01,2024-06-30,2024-10-12,成都生物医药公司,GHZYLZC2100010,BK1183,新技术申请,成都生物医药公司,生命科学网,https://www.lifescience.net/,2024-09-23,
2029SR0810567,DB/T2222-2023,基因驱动系统,遗传工程,已完成,第三阶段,田间试验,广州农业科技公司,华南农业大学,2023-08-01,2023-09-01,2024-08-31,2024-10-12,广州农业科技公司,GHZYLZC2100002,BK1184,新技术申请,广州农业科技公司,农业科学杂志,https://www.actsci.com/,2024-09-23,
2030SR0901678,DB/T3333-2023,生物合成脂肪酸,生物催化,正在进行,第二阶段,实验室研究,武汉新材料科技公司,华中科技大学,2023-02-20,2023-03-01,2025-02-28,2024-10-12,武汉新材料科技公司,GHZYLZC2100003,BK1175,新技术申请,武汉新材料科技公司,材料科学与工程,https://www.msejournal.com/,2024-09-23,
2023SR0191345,DB/T4444-2023,先进氢合成技术,新能源,即将开始,第一阶段,实验室研究,北京能源发展公司,清华大学,2023-09-05,2023-10-01,2025-09-30,2024-10-12,北京能源发展公司,GHZYLZC2100004,BK1176,新技术申请,北京能源发展公司,能源与动力,https://www.energyjournal.com/,2024-09-23,
2023SR0184729,DB/T5555-2023,植物生长调节剂合成,农用化学品,已完成,第二阶段,产品开发,南京农化技术公司,南京农业大学,2023-04-22,2023-05-01,2024-04-30,2024-10-12,南京农化技术公司,GHZYLZC2100005,BK1177,新技术申请,南京农化技术公司,农业化学杂志,https://www.agrichemjournal.com/,2024-09-23,
2023SR0179853,DB/T6666-2023,合成生物材料框架,生物材料,正在进行,第一阶段,实验室研究,杭州材料科技公司,浙江大学,2023-03-12,2023-03-20,2025-03-19,2024-10-12,杭州材料科技公司,GHZYLZC2100006,BK1178,新技术申请,杭州材料科技公司,材料科学与工程,https://www.materialsjournal.com/,2024-09-23,
2023SR0192567,DB/T7777-2023,微生物燃料电池,可再生能源,正在进行,第三阶段,商业化应用,厦门清洁能源公司,厦门大学,2023-05-30,2023-06-15,2025-06-14,2024-10-12,厦门清洁能源公司,GHZYLZC2100007,BK1179,新技术申请,厦门清洁能源公司,可再生能源周刊,https://www.renewableenergyweekly.com/,2024-09-23,
2023SR0183641,DB/T8888-2023,新型抗体药物合成,药物开发,正在进行,第二阶段,临床研究,西安生物医药公司,西安交通大学,2023-07-15,2023-08-01,2025-07-31,2024-10-12,西安生物医药公司,GHZYLZC2100008,BK1180,新技术申请,西安生物医药公司,药物科学杂志,https://www.drugsciencejournal.com/,2024-09-23,
2023SR0198372,DB/T2345-2023,新型基因靶向技术,基因编辑,正在进行,第一阶段,实验室研究,广州基因科技有限公司,中山大学,2023-06-15,2023-07-01,2024-06-30,2024-10-12,广州基因科技有限公司,GHZYLZC2100009,BK1181,新技术申请,广州基因科技有限公司,生物技术论坛,https://www.biotechforum.com,2024-09-23,
2023SR0186478,DB/T3456-2023,植物基因合成,植物工程,正在进行,第二阶段,农业应用,杭州农科院,浙江大学,2023-07-20,2023-08-01,2025-07-31,2024-10-12,杭州农科院,GHZYLZC2100010,BK1182,技术改进申请,杭州农科院,农业科技网,https://www.agritech.com,2024-09-23,
2023SR0170485,DB/T4567-2023,合成生态系统,生态工程,已完成,第三阶段,环境修复,北京生态科技研究中心,清华大学,2023-08-05,2023-09-01,2024-08-31,2024-10-12,北京生态科技研究中心,GHZYLZC2100002,BK1183,创新项目申请,北京生态科技研究中心,生态环境杂志,https://www.ecoenvmag.com,2024-09-23,
2023SR0197402,DB/T5678-2023,合成酵母菌,微生物工程,正在进行,第一阶段,工业化生产,武汉合成生物研究院,华中科技大学,2023-09-10,2023-10-01,2025-09-30,2024-10-12,武汉合成生物研究院,GHZYLZC2100003,BK1184,新技术申请,武汉合成生物研究院,生物科技新闻,https://news.biotech.com,2024-09-23,
2023SR0183290,DB/T6789-2023,生物燃料合成,能源工程,正在进行,第一阶段,能源开发,成都能源科技公司,电子科技大学,2023-10-01,2023-10-15,2024-10-14,2024-10-12,成都能源科技公司,GHZYLZC2100004,BK1174,新技术申请,成都能源科技公司,能源创新论坛,https://www.energyinnovationforum.com,2024-09-23,
2023SR0270543,DB/T7890-2023,综合生物笔记本,计算生物学,正在进行,第二阶段,数据分析,南京生物信息公司,南大信息科技学院,2023-10-05,2023-11-01,2025-10-31,2024-10-12,南京生物信息公司,GHZYLZC2100005,BK2345,软件申请,南京生物信息公司,计算生物学期刊,https://www.compbiojourn.com,2024-09-23,
2024SR0361327,DB/T8901-2023,新型疫苗开发,免疫生物学,已完成,第三阶段,临床试验,厦门生物制药公司,厦门大学,2023-10-20,2023-11-01,2024-10-31,2024-10-12,厦门生物制药公司,GHZYLZC2100006,BK8761,临床研究申请,厦门生物制药公司,药学日报,https://www.pharmacydaily.com,2024-09-23,
2022SR0198456,DB/T9012-2023,细胞合成器,人工细胞,正在进行,第一阶段,智能化研究,合肥智造科技有限公司,合肥工业大学,2023-11-01,2023-11-20,2025-11-19,2024-10-12,合肥智造科技有限公司,GHZYLZC2100007,BK4652,新产品申请,合肥智造科技有限公司,科技前沿博客,https://www.techfrontierblog.com,2024-09-23,
2023SR0287491,DB/T0123-2023,合成生物材料,材料工程,正在进行,第二阶段,新材料开发,青岛先进材料研究所,青岛科技大学,2023-11-10,2023-12-01,2025-11-30,2024-10-12,青岛先进材料研究所,GHZYLZC2100008,BK3198,技术申请,青岛先进材料研究所,新材料科技资讯,https://www.newmaterialsz.com,2024-09-23,
2022SR0173569,DB/T2345-2023,合成生物燃料,能源工程,正在进行,第三阶段,工业化生产,广州生物科技公司,中山大学,2023-07-15,2023-08-01,2025-07-31,2024-10-12,广州生物科技公司,GHZYLZC2100009,BK7420,新技术申请,广州生物科技公司,可再生能源新闻网,https://www.renewableenergynews.com,2024-09-23,
2024SR0391082,DB/T3456-2023,合成疫苗平台,疫苗研发,已完成,最终阶段,临床试验,天津生物医学中心,南开大学,2023-06-01,2023-06-10,2024-06-09,2024-10-12,天津生物医学中心,GHZYLZC2100010,BK0583,扩展申请,天津生物医学中心,疫苗研发期刊,https://www.vaccineresearchjournal.org,2024-09-23,
2023SR0264378,DB/T4567-2023,抗病毒合成药物,药物开发,正在进行,第一阶段,实验室研究,武汉生物科技公司,华中科技大学,2023-08-05,2023-09-01,2024-08-31,2024-10-12,武汉生物科技公司,GHZYLZC2100011,BK5076,新技术申请,武汉生物科技公司,药物开发日报,https://www.drugdevelopmentdaily.com,2024-09-23,
2022SR0189765,DB/T5677-2023,合成酵母,微生物工程,正在进行,第二阶段,实验室实验,成都生物研发公司,四川大学,2023-05-12,2023-05-20,2025-05-19,2024-10-12,成都生物研发公司,GHZYLZC2100002,BK6123,新技术申请,成都生物研发公司,微生物技术论坛,https://www.microbiologytechforum.com,2024-09-23,
2023SR0256484,DB/T6789-2023,人造器官研究,生物医学,正在进行,第一阶段,实验室研究,北京生物医学研究院,北京大学,2023-04-20,2023-05-01,2024-12-31,2024-10-12,北京生物医学研究院,GHZYLZC2100003,BK4840,新技术申请,北京生物医学研究院,生物医学前沿,https://www.biomedfrontiers.com,2024-09-23,
2024SR0371925,DB/T7890-2023,智能细胞配方,细胞工程,已完成,最终阶段,临床试验,南京生物科技公司,东南大学,2023-02-15,2023-03-01,2024-03-01,2024-10-12,南京生物科技公司,GHZYLZC2100004,BK1174,新技术申请,南京生物科技公司,人工智能生物技术公报,https://www.aiandbiotechdaily.com,2024-09-23,
2023SR0191234,DB/T8901-2023,DNA合成技术,基因合成,正在进行,第二阶段,实验室实验,西安生物研究所,西安交通大学,2023-09-10,2023-09-15,2025-09-14,2024-10-12,西安生物研究所,GHZYLZC2100005,JM4321,新技术申请,西安生物研究所,分子生物学期刊,https://www.molecularbiologyjournal.com,2024-09-23,
2023SR0195678,DB/T9012-2023,微生物基因组编辑,基因编辑,正在进行,第一阶段,实验室研究,辽宁生物科技中心,大连理工大学,2023-10-05,2023-10-15,2025-10-14,2024-10-12,辽宁生物科技中心,GHZYLZC2100006,XZ9783,新技术申请,辽宁生物科技中心,合成生物创新报道,https://www.synbioinnovationreport.com,2024-09-23,
